Movie_id,Name,Year,Time,Genre,Rating,Score,Description,Directors_cast,Stars,Votes,Total
101,It's Always Sunny in Philadelphia,2005– ,22.0,Comedy,8.8,,Five friends with big egos and small brains are the proprietors of an Irish pub in Philadelphia.,,"Charlie Day, Rob McElhenney, Kaitlin Olson, Glenn Howerton","230,847",
102,A Man Called Otto,2022,126.0,Comedy  Drama,7.5,51.0,Otto is a grump whos given up on life following the loss of his wife and wants to end it all. When a young family moves in nearby he meets his match in quick-witted Marisol leading to a friendship that will turn his world around.,Marc Forster,"Tom Hanks, Mariana Treviño, Rachel Keller, John Higgins","24,545",$62.47M
103,Modern Family,2009–2020,22.0,Comedy  Drama  Romance,8.5,,Three different but related families face trials and tribulations in their own uniquely comedic ways.,,"Ed ONeill, Sofía Vergara, Julie Bowen, Ty Burrell","440,599",
104,Lockwood & Co,2023– ,44.0,Action  Adventure  Drama,7.4,,A tiny startup run by two teenage boys and a newly arrived supremely psychically gifted girl a renegade trio destined to unravel a mystery that will change the course of history.,,"Ruby Stokes, Cameron Chapman, Ali Hadji-Heshmati, Jack Bandeira","15,613",
105,Better,2023– ,59.0,Crime  Drama  Thriller,6.4,,A corrupt police detective has a painful moral awakening and decides to put right 20 years of wrongdoing.,,"Leila Farzad, Andrew Buchan, Samuel Edward-Cook, Zak Ford-Williams","1,044",
106,Young Sheldon,2017– ,30.0,Comedy,7.6,,Meet a child genius named Sheldon Cooper (already seen as an adult in The Big Bang Theory (2007)) and his family. Some unique challenges face Sheldon who is socially impaired.,,"Iain Armitage, Zoe Perry, Lance Barber, Montana Jordan","67,365",
107,Vikings,2013–2020,44.0,Action  Adventure  Drama,8.5,,Vikings transports us to the brutal and mysterious world of Ragnar Lothbrok a Viking warrior and farmer who yearns to explore--and raid--the distant shores across the ocean.,,"Katheryn Winnick, Gustaf Skarsgård, Alexander Ludwig, Georgia Hirst","543,704",
108,Operation Fortune: Ruse de guerre,2023,114.0,Action  Comedy  Thriller,6.7,51.0,Special agent Orson Fortune and his team of operatives recruit one of Hollywoods biggest movie stars to help them on an undercover mission when the sale of a deadly new weapons technology threatens to disrupt the world order.,Guy Ritchie,"Jason Statham, Aubrey Plaza, Cary Elwes, Hugh Grant","11,801",
109,2 Guns,2013,109.0,Action  Thriller,6.7,55.0,Two hardened criminals get into trouble with the US border patrol after meeting with a Mexican drug lord and then revelations start to unfold.,Baltasar Kormákur,"Denzel Washington, Mark Wahlberg, Paula Patton, Bill Paxton","216,333",$75.61M
110,Ant-Man and the Wasp,2018,118.0,Action  Adventure  Comedy,7.0,,As Scott Lang balances being both a superhero and a father Hope van Dyne and Dr. Hank Pym present an urgent new mission that finds the Ant-Man fighting alongside The Wasp to uncover secrets from their past.,Peyton Reed,"Paul Rudd, Evangeline Lilly, Michael Peña, Walton Goggins","415,193",$216.65M
111,Elvis,2022,159.0,Biography  Drama  Music,7.3,,The life of American music icon Elvis Presley from his childhood to becoming a rock and movie star in the 1950s while maintaining a complex relationship with his manager Colonel Tom Parker.,Baz Luhrmann,"Tom Hanks, Austin Butler, Olivia DeJonge, Helen Thomson","187,125",$151.04M
112,Boston Strangler,2023,,Crime  Drama  History,,,Loretta McLaughlin was the reporter who first connected the murders and broke the story of the Boston Strangler. She and Jean Cole challenged the sexism of the early 1960s to report on the citys most notorious serial killer.,Matt Ruskin,"Keira Knightley, Carrie Coon, Chris Cooper, Alessandro Nivola",,
113,Andor,2022– ,40.0,Action  Adventure  Drama,8.4,,Prequel series to Star Wars Rogue One. In an era filled with danger deception and intrigue Cassian will embark on the path that is destined to turn him into a Rebel hero.,,"Diego Luna, Kyle Soller, Stellan Skarsgård, Genevieve OReilly","123,630",
114,Harry Potter and the Philosopher's Stone,2001,152.0,Adventure  Family  Fantasy,7.6,,An orphaned boy enrolls in a school of wizardry where he learns the truth about himself his family and the terrible evil that haunts the magical world.,Chris Columbus,"Daniel Radcliffe, Rupert Grint, Richard Harris, Maggie Smith","796,810",$317.58M
115,Vera,2011– ,90.0,Crime  Drama  Mystery,8.1,,With her caustic wit and singular charm DCI Vera Stanhope leads her team as they face a series of captivating murder mysteries set against the breathtaking Northumberland landscape.,,"Brenda Blethyn, Jon Morrison, Riley Jones, Kenny Doughty","16,381",
116,True Blood,2008–2014,55.0,Drama  Fantasy  Mystery,7.9,,Telepathic waitress Sookie Stackhouse encounters a strange new supernatural world when she meets the mysterious Bill Compton a southern Louisiana gentleman and vampire.,,"Anna Paquin, Stephen Moyer, Sam Trammell, Ryan Kwanten","249,340",
117,A Girl and an Astronaut,2023– ,45.0,Drama  Romance  Sci-Fi,4.7,,An astronauts return after a 30-year disappearance rekindles a lost love and sparks interest from a corporation determined to learn why he hasnt aged.,,"Vanessa Aleksander, Jedrzej Hycnar, Jakub Sasak, Magdalena Cielecka",815,
118,The Pale Blue Eye,2022,128.0,Crime  Horror  Mystery,6.6,56.0,A world-weary detective is hired to investigate the murder of a West Point cadet. Stymied by the cadets code of silence he enlists one of their own to help unravel the case - a young man the world would come to know as Edgar Allan Poe.,Scott Cooper,"Christian Bale, Harry Melling, Simon McBurney, Timothy Spall","91,746",
119,Euphoria,2019– ,55.0,Drama,8.4,,A look at life for a group of high school students as they grapple with issues of drugs sex and violence.,,"Zendaya, Hunter Schafer, Angus Cloud, Jacob Elordi","195,951",
120,Bones,2005–2017,40.0,Comedy  Crime  Drama,7.8,,Forensic anthropologist Dr. Temperance Bones Brennan and cocky F.B.I. Special Agent Seeley Booth build a team to investigate murders. Quite often there isnt more to examine than rotten flesh or mere bones.,,"Emily Deschanel, David Boreanaz, Michaela Conlin, T.J. Thyne","163,731",
121,The Night Manager,2023– ,47.0,Crime  Thriller,7.9,,Follows Shaan Sengupta an ex-soldier who must infiltrate an arms dealers inner circle to bring down his empire of war.,,"Aditya Roy Kapoor, Anil Kapoor, Sobhita Dhulipala, Tillotama Shome","5,784",
122,The Legend of Vox Machina,2022– ,30.0,Animation  Action  Adventure,8.4,,After saving the realm from evil and destruction at the hands of the most terrifying power couple in Exandria Vox Machina is faced with saving the world once again-this time from a sinister group of dragons known as the Chroma Conclave.,,"Laura Bailey, Taliesin Jaffe, Ashley Johnson, Matthew Mercer","32,535",
123,The Crown,2016–2023,58.0,Biography  Drama  History,8.6,,Follows the political rivalries and romance of Queen Elizabeth IIs reign and the events that shaped the second half of the 20th century.,,"Claire Foy, Olivia Colman, Imelda Staunton, Matt Smith","226,597",
124,Black Mirror,2011–2019,60.0,Drama  Mystery  Sci-Fi,8.8,,An anthology series exploring a twisted high-tech multiverse where humanitys greatest innovations and darkest instincts collide.,,"Daniel Lapaine, Hannah John-Kamen, Michaela Coel, Beatrice Robertson-Jones","560,105",
125,Outlander,2014– ,60.0,Drama  Fantasy  Romance,8.4,,An English combat nurse from 1945 is mysteriously swept back in time to 1743.,,"Caitríona Balfe, Sam Heughan, Sophie Skelton, Richard Rankin","162,973",
126,Why Women Kill,2019–2021,50.0,Comedy  Crime  Drama,8.3,,An anthology series that follows three women in different decades all living in the same house as they deal with infidelity and betrayals in their marriages.,,"Jack Davenport, Lucy Liu, Allison Tolman, Ginnifer Goodwin","25,500",
127,Abbott Elementary,2021– ,22.0,Comedy,8.2,,Follows a group of teachers brought together in one of the worst public schools in the country simply because they love teaching.,,"Quinta Brunson, Tyler James Williams, Janelle James, Lisa Ann Walter","22,066",
128,Doctor Who,2005– ,45.0,Adventure  Drama  Sci-Fi,8.6,,The further adventures in time and space of the alien adventurer known as the Doctor and their companions from planet Earth.,,"Jodie Whittaker, Peter Capaldi, Pearl Mackie, Matt Smith","229,115",
129,Wolf Pack,2023– ,53.0,Drama  Fantasy  Horror,6.2,,A teenage boy and girl get their lives changed forever when a California wildfire awakens a terrifying supernatural creature. As the full moon rises all teens come together to unravel the secret that connects them.,,"Sarah Michelle Gellar, Rodrigo Santoro, Armani Jackson, Bella Shepard","4,017",
130,The Chosen,2017– ,54.0,Drama  History,9.3,,A charismatic fisherman struggling with debt. A troubled woman wrestling with demons. A gifted accountant ostracised from his family and people. In this ground-breaking first season of The Chosen see how Jesus reaches each of these and more as He works His first miracles and embarks on His ministry to change the world. See Him through the eyes of those who knew Him.,,"Shahar Isaac, Jonathan Roumie, Paras Patel, Elizabeth Tabish","33,629",
131,Star Wars: The Bad Batch,2021– ,,Animation  Action  Adventure,7.8,,The Bad Batch of elite and experimental clones make their way through an ever-changing galaxy in the immediate aftermath of the Clone Wars.,,"Ming-Na Wen, Dee Bradley Baker, Michelle Ang, Noshir Dalal","39,306",
132,Seinfeld,1989–1998,22.0,Comedy,8.9,,The continuing misadventures of neurotic New York City stand-up comedian Jerry Seinfeld and his equally neurotic New York City friends.,,"Jerry Seinfeld, Julia Louis-Dreyfus, Michael Richards, Jason Alexander","326,145",
133,The Batman,2022,176.0,Action  Crime  Drama,7.8,,When a sadistic serial killer begins murdering key political figures in Gotham Batman is forced to investigate the citys hidden corruption and question his familys involvement.,Matt Reeves,"Robert Pattinson, Zoë Kravitz, Jeffrey Wright, Colin Farrell","678,243",$369.35M
134,Missing,2023,111.0,Drama  Thriller,7.4,,After her mother goes missing a young woman tries to find her from home using tools available to her online.,"Nicholas D. Johnson, Will Merrick","Tim Griffin, Ava Zaria Lee, Nia Long, Kimberly Cheng","6,325",
135,Servant,2019–2023,30.0,Drama  Horror  Mystery,7.5,,A Philadelphia couple are in mourning after an unspeakable tragedy creates a rift in their marriage and opens a door for a mysterious force to enter their home.,,"Lauren Ambrose, Toby Kebbell, Nell Tiger Free, Rupert Grint","39,313",
136,Accused,2023– ,44.0,Crime  Drama,7.2,,Chronicles ordinary people getting caught up in extraordinary situations where one wrong turn leads to another until its too late to turn back.,,"Farrah Aviva, Angela Besharah, René Escobar Jr., Megan Boone","1,994",
137,Ghosts,2021– ,,Comedy  Fantasy,7.9,,A young couples dreams come true when they inherit a beautiful country house only to find its both falling apart and inhabited by many of the deceased previous residents.,,"Rose McIver, Utkarsh Ambudkar, Brandon Scott Jones, Richie Moriarty","20,292",
138,Narcos,2015–2017,49.0,Biography  Crime  Drama,8.8,,A chronicled look at the criminal exploits of Colombian drug lord Pablo Escobar as well as the many other drug kingpins who plagued the country through the years.,,"Pedro Pascal, Wagner Moura, Boyd Holbrook, Alberto Ammann","431,786",
139,Empire of Light,2022,115.0,Drama  Romance,6.6,54.0,A drama about the power of human connection during turbulent times set in an English coastal town in the early 1980s.,Sam Mendes,"Olivia Colman, Micheal Ward, Colin Firth, Toby Jones","10,433",
140,The Wire,2002–2008,59.0,Crime  Drama  Thriller,9.3,,The Baltimore drug scene as seen through the eyes of drug dealers and law enforcement.,,"Dominic West, Lance Reddick, Sonja Sohn, Wendell Pierce","346,447",
141,Tetris,2023,120.0,Biography  Drama  History,,,The story of how one of the worlds most popular video games found its way to players around the globe. Businessman Henk Rogers and Tetris inventor Alexey Pajitnov join forces in the USSR risking it all to bring Tetris to the masses.,Jon S. Baird,"Taron Egerton, Toby Jones, Sofya Lebedeva, Ben Miles",,
142,Will Trent,2023– ,44.0,Crime  Drama,7.6,,Special Agent Will Trent was abandoned at birth and endured a harsh coming-of-age in Atlantas overwhelmed foster care system. Determined to make sure no one feels as he did he now has the highest clearance rate.,,"Ramón Rodríguez, Erika Christensen, Iantha Richardson, Jake McLaughlin","5,355",
143,Family Guy,1999– ,22.0,Animation  Comedy,8.2,,In a wacky Rhode Island town a dysfunctional family strives to cope with everyday life as they are thrown from one crazy scenario to another.,,"Seth MacFarlane, Alex Borstein, Seth Green, Mila Kunis","346,297",
144,Law & Order,1990– ,45.0,Crime  Drama  Mystery,7.8,,A crime is tracked from two separate vantage points: the police investigation and the prosecution in court.,,"Jerry Orbach, Jesse L. Martin, Dennis Farina, Sam Waterston","40,301",
145,Shotgun Wedding,2022,100.0,Action  Comedy  Romance,5.4,46.0,Darcy and Tom gather their families for the ultimate destination wedding but when the entire wedding party is taken hostage the bride and groom must save their loved ones--if they dont kill each other first.,Jason Moore,"Jennifer Lopez, Josh Duhamel, Lenny Kravitz, Jennifer Coolidge","25,703",
146,Shameless,2011–2021,46.0,Comedy  Drama,8.6,,A scrappy feisty fiercely loyal Chicago family makes no apologies.,,"Emmy Rossum, William H. Macy, Ethan Cutkosky, Jeremy Allen White","248,818",
147,The Shawshank Redemption,1994,142.0,Drama,9.3,,Over the course of several years two convicts form a friendship seeking consolation and eventually redemption through basic compassion.,Frank Darabont,"Tim Robbins, Morgan Freeman, Bob Gunton, William Sadler","2,709,540",$28.34M
148,The Super Mario Bros. Movie,2023,92.0,Animation  Adventure  Comedy,,,The story of The Super Mario Bros. on their journey through the Mushroom Kingdom,"Aaron Horvath, Michael Jelenic","Chris Pratt, Anya Taylor-Joy, Charlie Day, Jack Black",,
149,Clarkson's Farm,2021– ,45.0,Documentary  Comedy  Reality-TV,9.0,,Follow Jeremy Clarkson as he attempts to run a farm in the countryside.,,"Jeremy Clarkson, Kaleb Cooper, Charlie Ireland, Lisa Hogan","44,029",
150,Unlocked,2023,117.0,Crime  Drama  Mystery,6.4,,A womans life is turned upside-down when a dangerous man gets a hold of her lost cell phone and uses it to track her every move.,Tae-joon Kim,"Si-wan Yim, Woo-hee Chun, Tim Dang, Ell","3,341",
151,Smile, 2022,115.0,Horror  Mystery  Thriller,6.6,,After witnessing a bizarre traumatic incident involving a patient a psychiatrist becomes increasingly convinced she is being threatened by an uncanny entity.,Parker Finn,"Sosie Bacon, Jessie T. Usher, Kyle Gallner, Robin Weigert","108,079",
152,The Godfather,1972,175.0,Crime  Drama,9.2,,The aging patriarch of an organized crime dynasty in postwar New York City transfers control of his clandestine empire to his reluctant youngest son.,Francis Ford Coppola,"Marlon Brando, Al Pacino, James Caan, Diane Keaton","1,881,633",$134.97M
153,Suits,2011–2019,44.0,Comedy  Drama,8.5,,On the run from a drug deal gone bad brilliant college dropout Mike Ross finds himself working with Harvey Specter one of New York Citys best lawyers.,,"Gabriel Macht, Patrick J. Adams, Meghan Markle, Sarah Rafferty","418,575",
