Movie_id,Name,Year,Time,Genre,Rating,Score,Description,Directors_cast,Stars,Votes,Total
3024,Carlito's Way,1993,144.0,Crime  Drama  Thriller,7.9,,A Puerto Rican former convict just released from prison pledges to stay away from drugs and violence despite the pressure around him and lead on to a better life outside of N.Y.C.,Brian De Palma,"Al Pacino, Sean Penn, Penelope Ann Miller, John Leguizamo","222,082",$36.95M
3025,Munich,2005,164.0,Action  Drama  History,7.5,,After the Black September capture and massacre of Israeli athletes at the 1972 Olympics five men are chosen to eliminate the people responsible for that fateful day.,Steven Spielberg,"Eric Bana, Daniel Craig, Marie-Josée Croze, Ciarán Hinds","230,407",$47.40M
3026,The Chronicles of Riddick,2004,119.0,Action  Adventure  Sci-Fi,6.6,,The wanted criminal Richard Bruno Riddick arrives on a planet called Helion Prime and finds himself up against an invading empire called the Necromongers an army that plans to convert or kill all humans in the universe.,David Twohy,"Vin Diesel, Judi Dench, Colm Feore, Thandiwe Newton","232,748",$57.76M
3027,The Wolverine,2013,126.0,Action  Sci-Fi,6.7,,Wolverine comes to Japan to meet an old friend whose life he saved years ago and gets embroiled in a conspiracy involving yakuza and mutants.,James Mangold,"Hugh Jackman, Will Yun Lee, Tao Okamoto, Rila Fukushima","473,217",$132.56M
3028,Glengarry Glen Ross,1992,100.0,Crime  Drama  Mystery,7.7,,An examination of the machinations behind the scenes at a real estate office.,James Foley,"Al Pacino, Jack Lemmon, Alec Baldwin, Alan Arkin","108,675",$10.73M
3029,Çukur,2016–2021,120.0,Action  Crime  Thriller,7.5,,A dangerous neighborhood The Pit ran by a noble mafia family called Koçovali. When the family is in the danger of losing the control of The Pit their youngest son now must come back to his home where he could never escape from.,,"Aras Bulut Iynemli, Erkan Kolçak Köstendil, Riza Kocaoglu, Cem Uslu","16,865",
3030,The Lair,2022,96.0,Action  Horror,4.5,41.0,When Royal Air Force pilot Lt. Kate Sinclair is shot down over Afghanistan she finds refuge in an abandoned underground bunker where deadly man-made biological weapons - half human half alien - are awakened.,Neil Marshall,"Charlotte Kirk, Jonathan Howard, Jamie Bamber, Leon Ockenden","2,956",
3031,Gremlins,1984,106.0,Comedy  Fantasy  Horror,7.3,,A young man inadvertently breaks three important rules concerning his new pet and unleashes a horde of malevolently mischievous monsters on a small town.,Joe Dante,"Zach Galligan, Phoebe Cates, Hoyt Axton, John Louie","231,556",$148.17M
3032,Diamonds Are Forever,1971,120.0,Action  Adventure  Thriller,6.5,59.0,A diamond smuggling investigation leads James Bond to Las Vegas where he uncovers an evil plot involving a rich business tycoon.,Guy Hamilton,"Sean Connery, Jill St. John, Charles Gray, Lana Wood","108,905",$43.82M
3033,Stalker,1979,162.0,Drama  Sci-Fi,8.1,,A guide leads two men through an area known as the Zone to find a room that grants wishes.,Andrei Tarkovsky,"Alisa Freyndlikh, Aleksandr Kaydanovskiy, Anatoliy Solonitsyn, Nikolay Grinko","136,773",$0.23M
3034,The Highwaymen,2019,132.0,Biography  Crime  Drama,6.9,58.0,The untold true story of the legendary detectives who brought down Bonnie and Clyde.,John Lee Hancock,"Kevin Costner, Woody Harrelson, Kathy Bates, John Carroll Lynch","94,373",
3035,Charlie's Angels,2000,98.0,Action  Adventure  Comedy,5.6,52.0,Three women detectives with a mysterious boss retrieve stolen voice-ID software using martial arts tech skills and sex appeal.,McG,"Cameron Diaz, Drew Barrymore, Lucy Liu, Bill Murray","189,758",$125.31M
3036,Teenage Mutant Hero Turtles,1990,93.0,Action  Adventure  Comedy,6.7,51.0,Four teenage mutant ninja turtles emerge from the shadows to protect New York City from a gang of criminal ninjas.,Steve Barron,"Judith Hoag, Elias Koteas, Josh Pais, David Forman","96,434",$135.27M
3037,The New Adventures of Superman,1993–1997,46.0,Adventure  Comedy  Drama,6.7,,In addition to fighting evil Superman has a burning romance with Lois Lane in both of his identities.,,"Dean Cain, Teri Hatcher, Lane Smith, K Callan","24,867",
3038,Let Him Go,2020,113.0,Crime  Drama  Thriller,6.7,,A retired sheriff and his wife grieving over the death of their son set out to find their only grandson.,Thomas Bezucha,"Diane Lane, Kevin Costner, Kayli Carter, Ryan Bruce","29,882",
3039,A History of Violence,2005,96.0,Action  Crime  Drama,7.4,,A mild-mannered man becomes a local hero through an act of violence which sets off repercussions that will shake his family to its very core.,David Cronenberg,"Viggo Mortensen, Maria Bello, Ed Harris, William Hurt","242,781",$31.49M
3040,Jacob's Ladder, 1990,113.0,Drama  Horror  Mystery,7.4,,Mourning his dead child a haunted Vietnam War veteran attempts to uncover his past while suffering from a severe case of dissociation. To do so he must decipher reality and life from his own dreams delusions and perceptions of death.,Adrian Lyne,"Tim Robbins, Elizabeth Peña, Danny Aiello, Matt Craven","111,196",$26.12M
3041,Dredd,2012,95.0,Action  Crime  Sci-Fi,7.1,60.0,In a violent futuristic city where the police have the authority to act as judge jury and executioner a cop teams with a trainee to take down a gang that deals the reality-altering drug SLO-MO.,Pete Travis,"Karl Urban, Olivia Thirlby, Lena Headey, Rachel Wood","279,737",$13.41M
3042,Unforgettable,2011–2016,60.0,Crime  Drama  Mystery,6.8,,Carrie Wells a former police detective has a rare ability to remember virtually everything she experiences including detailed visual recall. She returns to police work and uses her ability to solve crimes.,,"Poppy Montgomery, Dylan Walsh, James Hiroyuki Liao, Jane Curtin","20,073",
3043,Julia,2022– ,45.0,Biography  Drama,8.3,,Inspired by Julia Childs extraordinary life and her show The French Chef which essentially invented food television.,,"Sarah Lancashire, Howie Breslau, David Hyde Pierce, Bebe Neuwirth","8,790",
3044,Rambo: Last Blood,2019,89.0,Action  Crime  Thriller,6.1,,Rambo must confront his past and unearth his ruthless combat skills to exact revenge in a final mission.,Adrian Grunberg,"Sylvester Stallone, Paz Vega, Sergio Peris-Mencheta, Adriana Barraza","101,511",$18.87M
3045,The Other Woman,2014,109.0,Comedy  Romance,6.0,,After discovering that her boyfriend is married Carly meets the wife hes been betraying; when yet another affair is discovered all three women team up to plot revenge on the three-timing S.O.B.,Nick Cassavetes,"Cameron Diaz, Leslie Mann, Kate Upton, Nikolaj Coster-Waldau","143,809",$83.91M
3046,Where the Heart Is,1997–2006,50.0,Drama,6.8,,A warm hearted drama series that follows the lives of the people of Skelthwate and their local health center.,,"Lesley Dunlop, Christian Cooke, Philip Middlemiss, William Travis",479,
3047,The Autopsy of Jane Doe,2016,86.0,Horror  Mystery  Thriller,6.8,,A father and son both coroners are pulled into a complex mystery while attempting to identify the body of a young woman who was apparently harboring dark secrets.,André Øvredal,"Brian Cox, Emile Hirsch, Ophelia Lovibond, Michael McElhatton","123,239",$0.01M
3048,X-Men: The Last Stand,2006,104.0,Action  Adventure  Sci-Fi,6.6,58.0,The human government develops a cure for mutations and Jean Gray becomes a darker uncontrollable persona called the Phoenix who allies with Magneto causing escalation into an all-out battle for the X-Men.,Brett Ratner,"Patrick Stewart, Hugh Jackman, Halle Berry, Famke Janssen","522,936",$234.36M
3049,Happy Endings,2011–2020,22.0,Comedy  Romance,7.8,,This Chicago-set sitcom follows the intertwined lives of six young urbanites trying to learn the ropes of adulthood. Through breakups and whatever other curve-balls life throws them the pals stick together.,,"Eliza Coupe, Elisha Cuthbert, Zachary Knighton, Adam Pally","39,016",
3050,Astrid and Raphaëlle,2019– ,52.0,Crime  Thriller,8.0,,"Astrid Nielsen an autistic woman works in the library of the judicial police. She has an incredible memory so she is very useful in analyzing the files for ongoing investigations. The ...                See full summary »
",,"Sara Mortensen, Lola Dewaere, Benoît Michel, Jean-Louis Garçon","1,644",
3051,Barbarians,2020– ,280.0,Action  Adventure  Drama,7.2,,Torn between the mighty empire that raised him and his own tribal people a Roman officers conflicted allegiances lead to an epic historical clash.,,"Laurence Rupp, Jeanne Goursaud, David Schütter, Florian Schmidtke","27,988",
3052,One Day,2011,107.0,Drama  Romance,7.0,48.0,After spending the night together on the night of their college graduation Dexter and Emma are shown each year on the same date to see where they are in their lives. They are sometimes together sometimes not on that day.,Lone Scherfig,"Anne Hathaway, Jim Sturgess, Patricia Clarkson, Tom Mison","156,422",$13.84M
3053,Dogville,2003,178.0,Crime  Drama,8.0,59.0,A woman on the run from the mob is reluctantly accepted in a small Colorado community in exchange for labor but when a search visits the town she finds out that their support has a price.,Lars von Trier,"Nicole Kidman, Paul Bettany, Lauren Bacall, Harriet Andersson","151,364",$1.53M
3054,My Big Fat Greek Wedding 2,2016,94.0,Comedy  Romance,6.0,,A Portokalos family secret brings the beloved characters back together for an even bigger and Greeker wedding.,Kirk Jones,"Nia Vardalos, John Corbett, Michael Constantine, Lainie Kazan","31,864",$59.69M
3055,Akira,1988,124.0,Animation  Action  Drama,8.0,,A secret military project endangers Neo-Tokyo when it turns a biker gang member into a rampaging psychic psychopath who can only be stopped by a teenager his gang of biker friends and a group of psychics.,Katsuhiro Ôtomo,"Mitsuo Iwata, Nozomu Sasaki, Mami Koyama, Tesshô Genda","190,593",$0.55M
3056,Snake Eyes,2021,121.0,Action  Adventure  Crime,5.4,43.0,A G.I. Joe spin-off centered around the character of Snake Eyes.,Robert Schwentke,"Henry Golding, Andrew Koji, Haruka Abe, Takehiro Hira","40,528",
3057,The 5th Wave,2016,112.0,Action  Adventure  Sci-Fi,5.2,,Four waves of increasingly deadly alien attacks have left most of Earth in ruin. Cassie is on the run desperately trying to save her younger brother.,J Blakeson,"Chloë Grace Moretz, Matthew Zuk, Gabriela Lopez, Bailey Anne Borders","111,967",$34.92M
3058,Insurgent,2015,119.0,Action  Adventure  Sci-Fi,6.2,42.0,Beatrice Prior must confront her inner demons and continue her fight against a powerful alliance which threatens to tear her society apart with the help from others on her side.,Robert Schwentke,"Shailene Woodley, Ansel Elgort, Theo James, Kate Winslet","242,601",$130.18M
3059,That Thing You Do!,1996,108.0,Comedy  Drama  Music,6.9,,A local Pennsylvania band scores a one-hit wonder in 1964 and rides the star-making machinery as long as they can with lots of help from their manager.,Tom Hanks,"Tom Hanks, Liv Tyler, Charlize Theron, Tom Everett Scott","70,375",$25.81M
3060,Jessie,2011–2015,30.0,Comedy  Drama  Family,6.0,,A Texan teen moves to New York City to follow her dreams and ends up as a nanny for a high-profile couples four children.,,"Debby Ryan, Peyton List, Cameron Boyce, Karan Brar","16,725",
3061,One Fine Morning,2022,112.0,Drama  Romance,7.0,,With a father suffering from neurodegenerative disease a young woman lives with her eight-year-old daughter. While struggling to secure a decent nursing home she runs into an unavailable friend with whom she embarks on an affair.,Mia Hansen-Løve,"Léa Seydoux, Pascal Greggory, Melvil Poupaud, Nicole Garcia","1,644",
3062,Garden State,2004,102.0,Comedy  Drama  Romance,7.4,,A quietly troubled young man returns home for his mothers funeral after being estranged from his family for a decade.,Zach Braff,"Zach Braff, Peter Sarsgaard, Natalie Portman, Ian Holm","218,702",$26.78M
3063,The Ms. Pat Show,2021– ,30.0,Comedy,8.2,,A woman from Atlanta finds herself in conservative middle America where she lives her life as a reluctant suburban mom.,,"Patricia Williams, J. Bernard Calloway, Tami Roman, Briyana Guadalupe",893,
3064,"Are You There God? It's Me, Margaret.",2023,,Comedy  Drama,,,When her family moves from the city to the suburbs 11-year-old Margaret navigates new friends feelings and the beginning of adolescence.,Kelly Fremon Craig,"Rachel McAdams, Abby Ryder Fortson, Kathy Bates, Benny Safdie",,
3065,The Crazies,2010,101.0,Adventure  Horror,6.5,56.0,After a strange and insecure plane crash an unusual toxic virus enters a quaint farming town. A young couple are quarantined but they fight for survival along with help from a couple of people.,Breck Eisner,"Radha Mitchell, Timothy Olyphant, Danielle Panabaker, Joe Anderson","123,712",$39.12M
3066,Mad Max Beyond Thunderdome,1985,107.0,Action  Adventure  Sci-Fi,6.2,,After being exiled from the most advanced town in post apocalyptic Australia a drifter travels with a group of abandoned children to rebel against the towns queen.,"George Miller, George Ogilvie","Mel Gibson, Tina Turner, Bruce Spence, Adam Cockburn","139,753",$36.20M
3067,Captain Phillips,2013,134.0,Action  Biography  Crime,7.8,,The true story of Captain Richard Phillips and the 2009 hijacking by Somali pirates of the U.S.-flagged MV Maersk Alabama the first American cargo ship to be hijacked in two hundred years.,Paul Greengrass,"Tom Hanks, Barkhad Abdi, Barkhad Abdirahman, Catherine Keener","467,935",$107.10M
3068,The Facts of Life,1979–1988,30.0,Comedy  Family,6.8,,Mrs. Edna Garrett housemother and dietitian at the Eastland School teaches a group of girls in her charge how to solve those problems that every teenager has to face.,,"Lisa Whelchel, Kim Fields, Mindy Cohn, Nancy McKeon","7,887",
3069,Maverick,1994,127.0,Action  Adventure  Comedy,7.0,,Bret Maverick needing money for a poker tournament faces various comic mishaps and challenges including a charming woman thief.,Richard Donner,"Mel Gibson, Jodie Foster, James Garner, Graham Greene","114,185",$101.63M
3070,The Skin I Live In,2011,120.0,Drama  Horror  Mystery,7.6,,A brilliant plastic surgeon haunted by past tragedies creates a type of synthetic skin that withstands any kind of damage. His guinea pig: a mysterious and volatile woman who holds the key to his obsession.,Pedro Almodóvar,"Antonio Banderas, Elena Anaya, Jan Cornet, Marisa Paredes","156,228",$3.19M
3071,Marco Polo,2014–2016,60.0,Action  Adventure  Drama,8.0,,In a world replete with greed betrayal sexual intrigue and rivalry Marco Polo is based on the famed explorers adventures in Kublai Khans court in 13th century Mongolia.,,"Lorenzo Richelmy, Benedict Wong, Joan Chen, Remy Hii","74,332",
3072,Neon Genesis Evangelion,1995–1996,24.0,Animation  Action  Drama,8.5,,A teenage boy finds himself recruited as a member of an elite team of pilots by his father.,,"Megumi Ogata, Megumi Hayashibara, Kotono Mitsuishi, Spike Spencer","73,239",
3073,The Bourne Ultimatum,2007,115.0,Action  Mystery  Thriller,8.0,,Jason Bourne dodges a ruthless C.I.A. official and his Agents from a new assassination program while searching for the origins of his life as a trained killer.,Paul Greengrass,"Matt Damon, Edgar Ramírez, Joan Allen, Julia Stiles","639,971",$227.47M
3074,Good Witch,2015–2021,48.0,Comedy  Drama  Fantasy,7.3,,Good Witch will take viewers on a new magical journey with Cassie Nightingale and her daughter Grace. When Dr. Sam Radford moves in next door to Grey House with his son they are charmed by the magical mother-daughter duo.,,"Catherine Bell, Catherine Disher, James Denton, Kylee Evans","11,281",
3075,Business Proposal,2022– ,60.0,Comedy  Drama  Romance,8.1,,In disguise as her friend Ha-ri shows up to a blind date to scare him away. But plans go awry when he turns out to be her CEO - and makes a proposal.,,"Ahn Hyo-Seop, Se-Jeong Kim, Seol In-ah, Min-Kyu Kim","13,905",
3076,Sleepy Hollow,2013–2017,45.0,Action  Adventure  Crime,7.3,,Ichabod Crane is resurrected and pulled two and a half centuries through time to unravel a mystery that dates all the way back to the founding fathers.,,"Tom Mison, Lyndie Greenwood, Nicole Beharie, Orlando Jones","61,998",
3077,Fawlty Towers,1975–1979,30.0,Comedy,8.8,,Hotel owner Basil Fawltys incompetence short fuse and arrogance form a combination that ensures accidents and trouble are never far away.,,"John Cleese, Prunella Scales, Andrew Sachs, Connie Booth","95,227",
3078,Haven,2010–2015,60.0,Crime  Drama  Fantasy,7.5,,Many in the coastal town of Haven Maine have a dormant curse or trouble that could trigger at any time for any reason. FBI agent Audrey Parker the sheriff and the towns black sheep must deal with the troubles deadly effects.,,"Emily Rose, Lucas Bryant, Eric Balfour, Richard Donat","39,061",
3079,Maestro,2023,,Biography  Drama  Music,,,The complex love of Leonard and Felicia from the time they met in 1946 at a party and continuing through two engagements a 25 year marriage and three children.,Bradley Cooper,"Carey Mulligan, Bradley Cooper, Michael Urie, Matt Bomer",,
3080,Tomorrowland: A World Beyond,2015,130.0,Action  Adventure  Family,6.4,60.0,Bound by a shared destiny a teen bursting with scientific curiosity and a former boy-genius inventor embark on a mission to unearth the secrets of a place somewhere in time and space that exists in their collective memory.,Brad Bird,"George Clooney, Britt Robertson, Hugh Laurie, Raffey Cassidy","184,937",$93.44M
3081,Condor,2018–2020,60.0,Action  Drama  Thriller,7.7,,A brilliant young idealistic CIA analyst finds himself in the middle of a conspiracy that kills everyone else at his office. Can he with no field experience stay alive long enough to get to the bottom of it?,,"Max Irons, Kristen Hager, Bob Balaban, Sam McCarthy","16,191",
3082,Tinker Tailor Soldier Spy,2011,127.0,Drama  Mystery  Thriller,7.0,,In the bleak days of the Cold War espionage veteran George Smiley is forced from semi-retirement to uncover a Soviet Agent within MI6.,Tomas Alfredson,"Gary Oldman, Colin Firth, Tom Hardy, Mark Strong","204,946",$24.15M
3083,I Am Sam,2001,132.0,Drama,7.6,,A mentally handicapped man fights for custody of his 7-year-old daughter and in the process teaches his cold-hearted lawyer the value of love and family.,Jessie Nelson,"Sean Penn, Michelle Pfeiffer, Dakota Fanning, Dianne Wiest","151,662",$40.31M
3084,"Hail, Caesar!",2016,106.0,Comedy  Drama  Mystery,6.3,,A Hollywood fixer in the 1950s works to keep the studios stars in line.,"Ethan Coen, Joel Coen","Josh Brolin, George Clooney, Alden Ehrenreich, Ralph Fiennes","137,629",$30.50M
3085,Step by Step,1991–1998,30.0,Comedy  Family  Romance,6.5,,Two families become one step by step.,,"Patrick Duffy, Suzanne Somers, Brandon Call, Staci Keanan","15,111",
3086,Manhunter,1986,120.0,Crime  Mystery  Thriller,7.2,,Former FBI profiler Will Graham returns to service to pursue a deranged serial killer dubbed the Tooth Fairy by the media.,Michael Mann,"William Petersen, Kim Greist, Joan Allen, Brian Cox","75,598",$8.62M
3087,Minions,2015,91.0,Animation  Adventure  Comedy,6.4,56.0,Minions Stuart Kevin and Bob are recruited by Scarlet Overkill a supervillain who alongside her inventor husband Herb hatches a plot to take over the world.,"Kyle Balda, Pierre Coffin","Sandra Bullock, Jon Hamm, Michael Keaton, Pierre Coffin","243,787",$336.05M
3088,"My Lover, My Killer",2021– ,60.0,Documentary  Crime,5.9,,British true crime documentary series telling the real life stories of those who paid the ultimate price for offending an obsessive lover.,,"Will Hanrahan, Jessica Taylor, Tony Kent, Roberta Babb",259,
3089,Grown-ish,2018– ,22.0,Comedy  Drama,6.5,,A spinoff of ABCs Black-ish Zoey Johnson is off to college and must live outside the nest dealing with drugs sex and relationships along the way.,,"Trevor Jackson, Yara Shahidi, Francia Raisa, Emily Arlook","5,983",
3090,A River Runs Through It,1992,123.0,Drama,7.2,,Two sons of a stern minister - one reserved one rebellious - grow up in rural 1920s Montana while devoted to fly fishing.,Robert Redford,"Craig Sheffer, Brad Pitt, Tom Skerritt, Brenda Blethyn","62,209",$43.44M
3091,The Stepfather,2009,101.0,Mystery  Thriller,5.6,,Michael Harding (Penn Badgely) returns home from military school to find his mother Susan (Sela Ward) happily in love and living with her new boyfriend David (Dylan Walsh). As the two men get to know each other he becomes more and more suspicious of the man who is always there to help.,Nelson McCormick,"Penn Badgley, Dylan Walsh, Sela Ward, Amber Heard","36,282",$29.06M
3092,The Sadness,2021,99.0,Horror,6.5,,A young couple trying to reunite amid a city ravaged by a plague that turns its victims into deranged bloodthirsty sadists.,Rob Jabbaz,"Berant Zhu, Regina Lei, Ying-Ru Chen, Tzu-Chiang Wang","14,111",
3093,Silence, 2016,161.0,Drama  History,7.1,,In the 17th century two Portuguese Jesuit priests travel to Japan in an attempt to locate their mentor who is rumored to have committed apostasy and to propagate Catholicism.,Martin Scorsese,"Andrew Garfield, Adam Driver, Liam Neeson, Tadanobu Asano","115,394",$7.10M
3094,8 Simple Rules... for Dating My Teenage Daughter,2002–2005,30.0,Comedy  Drama,7.0,,The Hennessy clan -- mother Cate daughters Bridget and Kerry and son Rory -- look to one another for guidance and support after the death of Paul the family patriarch. Cates parents lend a hand.,,"Katey Sagal, Kaley Cuoco, Amy Davidson, Martin Spanjers","26,095",
3095,Mean Girls,,,Comedy  Musical,,,"Add a Plot
","Samantha Jayne, Arturo Perez Jr.","Jenna Fischer, Angourie Rice, Busy Philipps, Aulii Cravalho",,
3096,The Boondock Saints,1999,108.0,Action  Thriller,7.7,44.0,Two Irish Catholic brothers become vigilantes and wipe out Bostons criminal underworld in the name of God.,Troy Duffy,"Willem Dafoe, Sean Patrick Flanery, Norman Reedus, David Della Rocco","241,766",$0.03M
3097,S.W.A.T.,2003,117.0,Action  Adventure  Crime,6.0,45.0,An imprisoned drug kingpin offers a huge cash reward to anyone that can break him out of police custody and only the L.A.P.D.s Special Weapons and Tactics team can prevent it.,Clark Johnson,"Samuel L. Jackson, Colin Farrell, Michelle Rodriguez, LL Cool J","149,836",$116.93M
3098,Revenge of the Nerds,1984,90.0,Comedy,6.6,44.0,At Adams College a group of bullied outcasts and misfits resolve to fight back for their peace and self-respect.,Jeff Kanew,"Robert Carradine, Anthony Edwards, Timothy Busfield, Andrew Cassese","55,527",$40.90M
3099,Ralph Breaks the Internet,2018,112.0,Animation  Adventure  Comedy,7.0,,Six years after the events of Wreck-It Ralph Ralph and Vanellope now friends discover a wi-fi router in their arcade leading them into a new adventure.,"Phil Johnston, Rich Moore","John C. Reilly, Sarah Silverman, Gal Gadot, Taraji P. Henson","166,119",$201.09M
3100,Zombieland: Double Tap,2019,99.0,Action  Comedy  Horror,6.7,55.0,Columbus Tallahassee Wichita and Little Rock move to the American heartland as they face off against evolved zombies fellow survivors and the growing pains of the snarky makeshift family.,Ruben Fleischer,"Woody Harrelson, Jesse Eisenberg, Emma Stone, Abigail Breslin","184,847",$73.12M
3101,Neighbours,1985–2023,22.0,Drama  Romance,5.6,,Australian soap opera exploring the lives and relationships of the residents of Ramsay Street in Erinsborough.,,"Stefan Dennis, Alan Fletcher, Tom Oliver, Jackie Woodburne","5,856",
3102,The Rack,1956,100.0,Drama  War,6.8,,A decorated Korean War hero inexplicably collaborates with the enemy while interred in a POW camp and is court-martialed.,Arnold Laven,"Paul Newman, Wendell Corey, Walter Pidgeon, Edmond OBrien","1,535",
3103,Peter Pan,2003,113.0,Adventure  Family  Fantasy,6.8,,The Darling family children receive a visit from Peter Pan who takes them to Never Never Land where an ongoing war with the evil Pirate Captain Hook is taking place.,P.J. Hogan,"Jeremy Sumpter, Jason Isaacs, Olivia Williams, Lynn Redgrave","74,936",$48.46M
3104,The Birds,1963,119.0,Drama  Horror  Mystery,7.6,,A wealthy San Francisco socialite pursues a potential boyfriend to a small Northern California town that slowly takes a turn for the bizarre when birds of all kinds suddenly begin to attack people.,Alfred Hitchcock,"Rod Taylor, Tippi Hedren, Jessica Tandy, Suzanne Pleshette","193,108",$11.40M
3105,I Am Number Four,2011,111.0,Action  Adventure  Sci-Fi,6.1,,Aliens and their Guardians are hiding on Earth from intergalactic bounty hunters. They can only be killed in numerical order and Number Four is next on the list. This is his story.,D.J. Caruso,"Alex Pettyfer, Timothy Olyphant, Dianna Agron, Teresa Palmer","240,522",$55.10M
3106,Identity,2003,90.0,Mystery  Thriller,7.3,,Stranded at a desolate Nevada motel during a nasty rain storm ten strangers become acquainted with each other when they realize that theyre being killed off one by one.,James Mangold,"John Cusack, Ray Liotta, Amanda Peet, John Hawkes","253,667",$52.16M
3107,Mad Heidi,2022,92.0,Action  Adventure  Comedy,5.6,,Swiss mountain girl Heidi is abducted by brutal government troops and must defend herself and fight a war against a cheese-fueled machinery of hate.,"Johannes Hartmann, Sandro Klopfstein","Alice Lucy, Max Rüdlinger, Casper Van Dien, David Schofield","2,024",
3108,Gosford Park,2001,137.0,Comedy  Drama  Mystery,7.2,,Set in the 1930s this movie brings a group of pretentious rich and famous together for a weekend of relaxation at a hunting resort. But when a murder occurs each one of these interesting characters becomes a suspect.,Robert Altman,"Maggie Smith, Ryan Phillippe, Michael Gambon, Kristin Scott Thomas","89,749",$41.31M
3109,Pie in the Sky,1994–1997,50.0,Comedy  Crime  Drama,7.7,,DI Crabbe retires from the police force after being shot and sets up his own restaurant. However his ex-boss Assistant Chief Constable Fisher constantly calls Crabbe back on duty.,,"Richard Griffiths, Maggie Steed, Malcolm Sinclair, Nick Raggett","1,735",
3110,The Politician,2019–2020,42.0,Comedy  Drama,7.5,,Payton Hobart a student from Santa Barbara has known since age seven that hes going to be President of the United States. But first hell have to navigate the most treacherous political landscape of all: Saint Sebastian High School.,,"Ben Platt, Zoey Deutch, Lucy Boynton, Julia Schlaepfer","23,332",
3111,Blades of Glory,2006,93.0,Comedy  Sport,6.3,,In 2002 two rival Olympic ice skaters were stripped of their gold medals and permanently banned from mens single competition. Presently however theyve found a loophole that will allow them to qualify as a pairs team.,"Josh Gordon, Will Speck","Will Ferrell, Jon Heder, Amy Poehler, Will Arnett","171,718",$118.59M
3112,Battlestar Galactica,1978–1979,60.0,Action  Adventure  Sci-Fi,7.2,,After the destruction of the Twelve Colonies of Mankind the last major fighter carrier leads a makeshift fugitive fleet on a desperate search for the legendary planet Earth.,,"Lorne Greene, Richard Hatch, Dirk Benedict, Herbert Jefferson Jr.","16,295",
3113,Rambo,2008,92.0,Action  Adventure  Thriller,7.0,46.0,In Thailand John Rambo joins a group of mercenaries to venture into war-torn Burma and rescue a group of Christian aid workers who were kidnapped by the ruthless local infantry unit.,Sylvester Stallone,"Sylvester Stallone, Julie Benz, Matthew Marsden, Graham McTavish","235,692",$42.75M
3114,Star Wars: Tales of the Jedi,2022– ,15.0,Animation  Short  Action,8.2,,It showcases animated shorts that feature Jedi from the prequel era.,,"Corey Burton, Ashley Eckstein, Dee Bradley Baker, Ian McDiarmid","24,186",
3115,The Fall Guy,1981–1986,60.0,Action  Adventure  Comedy,7.0,,The adventures of a film stuntman who moonlights as a bounty hunter when movie work is slow.,,"Lee Majors, Douglas Barr, Heather Thomas, Markie Post","8,058",
3116,Peppa Pig,2004– ,9.0,Animation  Adventure  Comedy,6.3,,A little pig named Peppa and her little brother George have journeys everyday with their family and friends.,,"John Sparkes, Morwenna Banks, Richard Ridings, Oliver May","5,547",
3117,The Hitchhiker's Guide to the Galaxy,2005,109.0,Adventure  Comedy  Sci-Fi,6.7,,Mere seconds before the Earth is to be demolished by an alien construction crew journeyman Arthur Dent is swept off the planet by his friend Ford Prefect a researcher penning a new edition of The Hitchhikers Guide to the Galaxy.,Garth Jennings,"Martin Freeman, Yasiin Bey, Sam Rockwell, Zooey Deschanel","201,422",$51.09M
3118,Assassin,2023,,Action  Crime  Thriller,,,A man dies as part of an experimental military program. A former black-ops soldier takes his place to find who killed him.,Jesse Atlas,"Bruce Willis, Andy Allo, Dominic Purcell, Mustafa Shakir",,
3119,California Man,1992,88.0,Comedy,5.8,,When they find a frozen caveman in their back yard two high school outcasts thaw him and introduce him to modern life while he in turn gets them to actually enjoy life.,Les Mayfield,"Sean Astin, Brendan Fraser, Pauly Shore, Megan Ward","42,227",$40.69M
3120,Snow White and the Huntsman,2012,127.0,Action  Adventure  Drama,6.1,57.0,In a twist to the fairy tale the Huntsman ordered to take Snow White into the woods to be killed winds up becoming her protector and mentor in a quest to vanquish the Evil Queen.,Rupert Sanders,"Kristen Stewart, Chris Hemsworth, Charlize Theron, Sam Claflin","293,276",$155.33M
3121,The Illusionist,2006,110.0,Drama  Fantasy  Mystery,7.6,,In turn-of-the-century Vienna a magician uses his abilities to secure the love of a woman far above his social standing.,Neil Burger,"Edward Norton, Jessica Biel, Paul Giamatti, Rufus Sewell","377,248",$39.87M
3122,300: Rise of an Empire,2014,102.0,Action  Drama,6.2,48.0,Greek general Themistocles of Athens leads the naval charge against invading Persian forces led by mortal-turned-god Xerxes and Artemisia vengeful commander of the Persian navy.,Noam Murro,"Sullivan Stapleton, Eva Green, Lena Headey, Hans Matheson","305,486",$106.58M
3123,Medium,2005–2011,60.0,Crime  Drama  Fantasy,7.1,,Suburban mom Allison DuBois attempts to balance family life with solving mysteries using her special gift. The dead send her visions of their deaths or other crimes while she sleeps.,,"Patricia Arquette, Miguel Sandoval, Jake Weber, Sofia Vassilieva","29,086",
3124,Annie,1982,126.0,Comedy  Drama  Family,6.6,,A spunky young orphan is taken in by a rich eccentric much to the chagrin of the cantankerous woman who runs the orphanage.,John Huston,"Aileen Quinn, Albert Finney, Carol Burnett, Ann Reinking","46,814",$57.06M
