,MovieTitle,MovieDate,MovieRunTime,MovieGenre,MovieRating,MovieScore,MovieDescription,MovieDirector,MovieStars,MovieVotes,MovieGross
3105,Journey to the Center of the Earth,2008,93,"['Action', ' Adventure', ' Family']",5.8,57,"On a quest to find out what happened to his missing brother, a scientist, his nephew and their mountain guide discover a fantastic and dangerous lost world in the center of the earth.",Eric Brevig,"['Brendan Fraser', 'Josh Hutcherson', 'Aníta Briem', 'Seth Meyers']","125,517",$101.70M
3106,Endless Love,1981,116,"['Drama', ' Romance']",4.9,,"David and Jade are high-school sweethearts and happy in love. But when Jades grades starts to drop her father forbid the young couple to see each other. Mad with frustration and desire ...                See full summary »
",Franco Zeffirelli,"['Brooke Shields', 'Martin Hewitt', 'Shirley Knight', 'Don Murray']","8,919",$31.18M
3107,Flashdance,1983,95,"['Drama', ' Music', ' Romance']",6.2,,A Pittsburgh woman with two jobs as a welder and an exotic dancer wants to get into ballet school.,Adrian Lyne,"['Jennifer Beals', 'Michael Nouri', 'Lilia Skala', 'Sunny Johnson']","55,779",$94.90M
3108,Freaky Friday,2003,97,"['Comedy', ' Family', ' Fantasy']",6.3,,"An overworked mother and her daughter do not get along. When they switch bodies, each is forced to adapt to the other's life for one freaky Friday.",Mark Waters,"['Jamie Lee Curtis', 'Lindsay Lohan', 'Mark Harmon', 'Harold Gould']","142,642",$110.23M
3109,Gamer,2009,95,"['Action', ' Sci-Fi', ' Thriller']",5.7,,"In a future mind-controlling game, death row convicts are forced to battle in a 'Doom'-type environment. Convict Kable, controlled by Simon, a skilled teenage gamer, must survive thirty sessions in order to be set free.","Directors:Mark Neveldine, Brian Taylor","['Gerard Butler', 'Michael C. Hall', 'Ludacris', 'Amber Valletta']","136,720",$20.49M
3110,P-Valley,2020– ,60,"['Crime', ' Drama']",7.3,,Follows the lives of strip-club dancers working down in the Dirty Delta.,,"['Stars:Nicco Annan', 'Shannon Thornton', 'J. Alphonse Nicholson', 'Brandee Evans']","10,578",
3111,Real Genius,1985,108,"['Comedy', ' Romance', ' Sci-Fi']",6.9,,"An uptight teenage prodigy enters a top engineering college, but feels awkward among the freewheeling students. When a professor aims to turn their laser project into a military weapon, he and his offbeat roommate plot to ruin the plan.",Martha Coolidge,"['Val Kilmer', 'Stacy Peralta', 'Daniel Ades', 'Andres Aybar']","35,602",$13.00M
3112,Flushed Away,2006,85,"['Animation', ' Action', ' Adventure']",6.6,,"The story of an uptown rat that gets flushed down the toilet from his penthouse apartment, ending in the sewers of London, where he has to learn a whole new and different way of life.","Directors:David Bowers, Sam Fell","['Hugh Jackman', 'Kate Winslet', 'Ian McKellen', 'Jean Reno']","130,194",$64.67M
3113,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006,84,['Comedy'],7.3,,"Kazakh TV talking head Borat is dispatched to the United States to report on the greatest country in the world. With a documentary crew in tow, Borat becomes more interested in locating and marrying Pamela Anderson.",Larry Charles,"['Sacha Baron Cohen', 'Ken Davitian', 'Luenell', 'Chester']","417,853",$128.51M
3114,The Thundermans,2013–2018,23,"['Action', ' Comedy', ' Drama']",5.7,,"These siblings with superpowers might be twins, but they are very different indeed.",,"['Stars:Kira Kosarin', 'Jack Griffo', 'Addison Riecke', 'Diego Velazquez']","6,032",
3115,Annie,1982,126,"['Comedy', ' Drama', ' Family']",6.6,,"A spunky young orphan is taken in by a rich eccentric, much to the chagrin of the cantankerous woman who runs the orphanage.",John Huston,"['Aileen Quinn', 'Albert Finney', 'Carol Burnett', 'Ann Reinking']","46,838",$57.06M
3116,Clash of the Titans,2010,106,"['Action', ' Adventure', ' Fantasy']",5.8,,"Perseus, a demigod and the son of Zeus, battles the minions of Hades and the Underworld in order to stop them from conquering Olympus and Earth.",Louis Leterrier,"['Sam Worthington', 'Liam Neeson', 'Ralph Fiennes', 'Jason Flemyng']","285,630",$163.21M
3117,Ikiru,1952,143,['Drama'],8.3,,A bureaucrat tries to find meaning in his life after he discovers he has terminal cancer.,Akira Kurosawa,"['Takashi Shimura', 'Nobuo Kaneko', ""Shin'ichi Himori"", 'Haruo Tanaka']","80,333",$0.06M
3118,Paws of Fury: The Legend of Hank,2022,98,"['Animation', ' Action', ' Comedy']",5.7,45,"Hank, a loveable dog with a head full of dreams about becoming a samurai, sets off in search of his destiny.","Directors:Chris Bailey, Mark Koetsier, Rob Minkoff","['Michael Cera', 'Samuel L. Jackson', 'Ricky Gervais', 'Kylie Kuioka']","5,023",
3119,Quantico,2015–2018,42,"['Crime', ' Drama', ' Mystery']",6.7,,A look at the lives of young FBI recruits training at the Quantico base in Virginia when one of them is suspected of being a sleeper terrorist.,,"['Stars:Priyanka Chopra Jonas', 'Jake McLaughlin', 'Johanna Braddy', 'Aunjanue Ellis']","61,726",
3120,Cold Mountain,2003,154,"['Adventure', ' Drama', ' Romance']",7.2,,"In the waning days of the American Civil War, a wounded soldier embarks on a perilous journey back home to Cold Mountain, North Carolina to reunite with his sweetheart.",Anthony Minghella,"['Jude Law', 'Nicole Kidman', 'Renée Zellweger', 'Eileen Atkins']","151,056",$95.64M
3121,China Beach,1988–1991,120,"['Drama', ' History', ' War']",8.2,,"The trials of a weary nurse, her friends and colleagues in a Vietnam War field hospital.",,"['Stars:Dana Delany', 'Marg Helgenberger', 'Brian Wimmer', 'Oliver Theess']","3,171",
3122,Teenage Mutant Hero Turtles,1990,93,"['Action', ' Adventure', ' Comedy']",6.7,51,Four teenage mutant ninja turtles emerge from the shadows to protect New York City from a gang of criminal ninjas.,Steve Barron,"['Judith Hoag', 'Elias Koteas', 'Josh Pais', 'David Forman']","96,487",$135.27M
3123,Dickinson,2019–2021,30,"['Biography', ' Comedy', ' Drama']",7.6,,"Set in the 19th century, it explores the constraints of society, gender and family from the perspective of rebellious young poet, Emily Dickinson.",,"['Stars:Hailee Steinfeld', 'Adrian Enscoe', 'Anna Baryshnikov', 'Jane Krakowski']","17,127",
3124,Skyjacked,1972,101,"['Action', ' Drama', ' Thriller']",5.6,,"A crazed Vietnam vet bomber hijacks a Boeing 707 in this disaster film filled with the usual early '70s stereotypes, and demands to be taken to Russia.",John Guillermin,"['Charlton Heston', 'James Brolin', 'Yvette Mimieux', 'Claude Akins']","2,131",$2.50M
3125,Bull,2021,88,"['Crime', ' Thriller']",6.4,,Bull mysteriously returns home after a 10 year absence to seek revenge on those who double crossed him all those years ago.,Paul Andrew Williams,"['Adam Xander Angelides', 'Ivy Amelia Angelides', 'Lois Brabin-Platt', 'Matthew Castle']","3,725",
3126,Immortals,2011,110,"['Action', ' Drama', ' Fantasy']",6.0,46,"Theseus is a mortal man chosen by Zeus to lead the fight against the ruthless King Hyperion, who is on a rampage across Greece to obtain a weapon that can destroy humanity.",Tarsem Singh,"['Henry Cavill', 'Mickey Rourke', 'John Hurt', 'Stephen Dorff']","170,980",$83.50M
3127,Billy Madison,1995,89,['Comedy'],6.3,,"In order to inherit his fed up father's hotel empire, an immature and lazy man must repeat grades 1-12 all over again.",Tamra Davis,"['Adam Sandler', 'Darren McGavin', 'Bridgette Wilson-Sampras', 'Bradley Whitford']","148,292",$25.59M
3128,Limitless,2022– ,50,"['Documentary', ' Adventure']",8.1,,"A different way we can live better for longer: regenerating damage, maximizing strength, building resilience, shocking the body, supercharging memory and confronting mortality.",,"['Stars:Chris Hemsworth', 'Peter Attia', 'Elsa Pataky', 'Luke Zocchi']","2,732",
3129,The Bad Batch,2016,118,"['Action', ' Horror', ' Mystery']",5.2,,"In a desert dystopia, a young woman is kidnapped by cannibals.",Ana Lily Amirpour,"['Suki Waterhouse', 'Jason Momoa', 'Jayda Fink', 'Keanu Reeves']","32,951",$0.18M
3130,Crossroads: Kings Oak,1964–1988,30,['Drama'],4.2,,"The four or five times a week adventures of a motel owner, son, daughter and her staff. Drama was never far away from the ringing of the reception bell.",,"['Stars:Noele Gordon', 'Roger Tonge', 'Susan Hanson', 'Anthony Morton']",386,
3131,Victoria,2016–2019,60,"['Biography', ' Drama', ' History']",8.2,,"The early life of Queen Victoria, from her ascension to the throne at the tender age of 18 to her courtship and marriage to Prince Albert.",,"['Stars:Jenna Coleman', 'Adrian Schiller', 'Tommy Knight', 'Jordan Waller']","28,501",
3132,¡Three Amigos!,1986,104,"['Comedy', ' Western']",6.5,52,"Three actors accept an invitation to a Mexican village to perform their onscreen bandit fighter roles, unaware that it is the real thing.",John Landis,"['Steve Martin', 'Chevy Chase', 'Martin Short', 'Alfonso Arau']","78,251",$39.25M
3133,Neon Genesis Evangelion,1995–1996,24,"['Animation', ' Action', ' Drama']",8.5,,A teenage boy finds himself recruited as a member of an elite team of pilots by his father.,,"['Stars:Megumi Ogata', 'Megumi Hayashibara', 'Kotono Mitsuishi', 'Spike Spencer']","73,359",
3134,Honor Society,2022,98,"['Comedy', ' Romance']",6.5,,"Honor's sole focus is getting into Harvard. Willing to do whatever it takes, Honor concocts a plan to take down her top three competitors, until things take a turn when she unexpectedly falls for her biggest competition.",Oran Zegman,"['Angourie Rice', 'Gaten Matarazzo', 'Christopher Mintz-Plasse', 'Armani Jackson']","7,072",
3135,Happy Death Day 2U,2019,100,"['Comedy', ' Horror', ' Mystery']",6.2,57,Tree Gelbman discovers that dying over and over was surprisingly easier than the dangers that lie ahead.,Christopher Landon,"['Jessica Rothe', 'Israel Broussard', 'Phi Vu', 'Suraj Sharma']","77,761",$28.15M
3136,The Kingdom,1994–2022,561,"['Comedy', ' Drama', ' Fantasy']",8.2,,"Doctors at an ultramodern hospital in Denmark become convinced, by way of weird, inexplicable happenings, that the place is haunted.",,"['Stars:Ernst-Hugo Järegård', 'Kirsten Rolffes', 'Ghita Nørby', 'Søren Pilmark']","19,386",$0.09M
3137,Home and Away,1988– ,22,"['Drama', ' Romance']",5.1,,"This show chronicles the lives, loves, happiness, and heartbreaks of the residents of Summer Bay, a small coastal town just outside of Sydney, New South Wales, Australia.",,"['Stars:Ray Meagher', 'Lynne McGranger', 'Emily Symons', 'Ada Nicodemou']","6,175",
3138,Homicide: Life on the Street,1993–1999,60,"['Crime', ' Drama', ' Mystery']",8.7,,Life on the Street is an American police procedural television series chronicling the work of a fictional version of the Baltimore Police Department's Homicide Unit.,,"['Stars:Richard Belzer', 'Clark Johnson', 'Yaphet Kotto', 'Kyle Secor']","13,181",
3139,Life of Brian,1979,94,['Comedy'],8.0,,"Born on the original Christmas in the stable next door to Jesus Christ, Brian of Nazareth spends his life being mistaken for a messiah.",Terry Jones,"['Graham Chapman', 'John Cleese', 'Michael Palin', 'Terry Gilliam']","404,952",$20.05M
3140,Predators,2010,107,"['Action', ' Adventure', ' Fantasy']",6.4,51,A group of elite warriors parachute into an unfamiliar jungle and are hunted by members of a merciless alien race.,Nimród Antal,"['Adrien Brody', 'Laurence Fishburne', 'Topher Grace', 'Alice Braga']","235,139",$52.00M
3141,Friday the 13th,2009,97,"['Horror', ' Mystery', ' Thriller']",5.5,,A group of young adults visit a boarded up campsite named Crystal Lake where they soon encounter the mysterious Jason Voorhees and his deadly intentions.,Marcus Nispel,"['Jared Padalecki', 'Amanda Righetti', 'Derek Mears', 'Danielle Panabaker']","110,588",$65.00M
3142,Hellraiser,1987,94,"['Horror', ' Thriller']",6.9,56,"A woman discovers the newly resurrected, partially formed, body of her brother-in-law. She starts killing for him to revitalize his body so he can escape the demonic beings that are pursuing him after he escaped their sadistic underworld.",Clive Barker,"['Andrew Robinson', 'Clare Higgins', 'Ashley Laurence', 'Sean Chapman']","130,853",$14.56M
3143,God's Country,II) (2022,102,['Thriller'],5.6,,"When a college professor confronts two hunters she catches trespassing on her property, she's drawn into an escalating battle of wills with catastrophic consequences.",Julian Higgins,"['Thandiwe Newton', 'Joris Jarsky', 'Jefferson White', 'Dan Gravage']","2,706",
3144,Jumper,2008,88,"['Action', ' Adventure', ' Sci-Fi']",6.1,,A teenager with teleportation abilities suddenly finds himself in the middle of an ancient war between those like him and their sworn annihilators.,Doug Liman,"['Hayden Christensen', 'Samuel L. Jackson', 'Jamie Bell', 'Rachel Bilson']","311,253",$80.17M
3145,The Three Musketeers,2011,110,"['Action', ' Adventure', ' Fantasy']",5.7,,The hot-headed young D'Artagnan along with three former legendary but now down-on-their-luck Musketeers must unite and defeat a beautiful double agent and her villainous employer from seizing the French throne and engulfing Europe in war.,Paul W.S. Anderson,"['Logan Lerman', 'Matthew Macfadyen', 'Ray Stevenson', 'Milla Jovovich']","109,211",$20.38M
3146,The L Word: Generation Q,2019– ,55,['Drama'],7.4,,"Bette Porter, Shane McCutcheon and Alice Pieszecki intermingle with a younger generation of Los Angelenos experiencing love, heartbreak, sex, setbacks and success.",,"['Stars:Jennifer Beals', 'Kate Moennig', 'Leisha Hailey', 'Arienne Mandi']","7,692",
3147,Wild at Heart,1990,125,"['Comedy', ' Crime', ' Drama']",7.2,52,Young lovers Sailor and Lula run from the variety of weirdos that Lula's mom has hired to kill Sailor.,David Lynch,"['Nicolas Cage', 'Laura Dern', 'Willem Dafoe', 'J.E. Freeman']","95,789",$14.56M
3148,How It Ends,2018,113,"['Action', ' Drama', ' Horror']",5.0,,"In the midst of an apocalypse, a man struggles to reach his pregnant wife, who is thousands of miles away.",David M. Rosenthal,"['Theo James', 'Kat Graham', 'Nancy Sorel', 'Nicole Ari Parker']","54,775",
3149,"Love, Simon",2018,110,"['Comedy', ' Drama', ' Romance']",7.5,,"Simon Spier keeps a huge secret from his family, his friends and all of his classmates: he's gay. When that secret is threatened, Simon must face everyone and come to terms with his identity.",Greg Berlanti,"['Nick Robinson', 'Jennifer Garner', 'Josh Duhamel', 'Katherine Langford']","117,826",$40.83M
3150,Revolution,2012–2014,43,"['Action', ' Adventure', ' Drama']",6.6,,"Fifteen years after a permanent global blackout, a group of revolutionaries seek to drive out a tyrannical militia that's taken over the former United States of America.",,"['Stars:Billy Burke', 'Tracy Spiridakos', 'Giancarlo Esposito', 'Zak Orth']","84,482",
3151,The Wild Wild West,1965–1969,50,"['Action', ' Adventure', ' Western']",8.1,,"Two Secret Service agents, equipped with a wide array of gizmos, work for the government in the Old West.",,"['Stars:Robert Conrad', 'Ross Martin', 'Dick Cangey', 'Whitey Hughes']","5,649",
3152,Hunt for the Wilderpeople,2016,101,"['Adventure', ' Comedy', ' Drama']",7.8,,A national manhunt is ordered for a rebellious kid and his foster uncle who go missing in the wild New Zealand bush.,Taika Waititi,"['Sam Neill', 'Julian Dennison', 'Rima Te Wiata', 'Rachel House']","133,538",$5.20M
3153,Next in Fashion,2020–2023,50,['Reality-TV'],7.3,,"18 budding fashion designers compete for a $250,000 prize and the opportunity to launch a clothing line with Net-a-Porter.",,"['Stars:Tan France', 'Alexa Chung', 'Gigi Hadid', 'Marco Morante']","4,057",
3154,Demolition Man,1993,115,"['Action', ' Sci-Fi', ' Thriller']",6.7,,A police officer is brought out of suspended animation in prison to pursue an old ultra-violent nemesis who is loose in a non-violent future society.,Marco Brambilla,"['Sylvester Stallone', 'Wesley Snipes', 'Sandra Bullock', 'Nigel Hawthorne']","181,478",$58.06M
3155,Gremlins,1984,106,"['Comedy', ' Fantasy', ' Horror']",7.3,,A young man inadvertently breaks three important rules concerning his new pet and unleashes a horde of malevolently mischievous monsters on a small town.,Joe Dante,"['Zach Galligan', 'Phoebe Cates', 'Hoyt Axton', 'John Louie']","231,662",$148.17M
3156,American Housewife,2016–2021,30,['Comedy'],7.4,,"A family comedy narrated by Katie, a strong-willed mother, raising her flawed family in a wealthy town filled with perfect wives and their perfect offspring.",,"['Stars:Katy Mixon', 'Diedrich Bader', 'Daniel DiMaggio', 'Ali Wong']","10,101",
3157,The Babadook,2014,94,"['Horror', ' Mystery']",6.8,,"A single mother and her child fall into a deep well of paranoia when an eerie children's book titled ""Mister Babadook"" manifests in their home.",Jennifer Kent,"['Essie Davis', 'Noah Wiseman', 'Daniel Henshall', 'Hayley McElhinney']","230,415",$0.92M
3158,Red Rocket,2021,130,"['Comedy', ' Drama']",7.2,,"Mikey Saber is a washed-up porn star who returns to his small Texas hometown, not that anyone really wants him back.",Sean Baker,"['Simon Rex', 'Bree Elrod', 'Suzanna Son', 'Brenda Deiss']","26,530",
3159,Teenage Mutant Ninja Turtles,2014,101,"['Action', ' Adventure', ' Comedy']",5.8,,"When a kingpin threatens New York City, a group of mutated turtle warriors must emerge from the shadows to protect their home.",Jonathan Liebesman,"['Megan Fox', 'Will Arnett', 'William Fichtner', 'Noel Fisher']","213,390",$191.20M
3160,Marco Polo,2014–2016,60,"['Action', ' Adventure', ' Drama']",8.0,,"In a world replete with greed, betrayal, sexual intrigue and rivalry, ""Marco Polo"" is based on the famed explorer's adventures in Kublai Khan's court in 13th century Mongolia.",,"['Stars:Lorenzo Richelmy', 'Benedict Wong', 'Joan Chen', 'Remy Hii']","74,384",
3161,Dirty John,2018– ,44,"['Crime', ' Drama']",7.2,,Anthology series in which each season is based on a true crime story featuring an epic tale of love gone wrong.,,"['Stars:Connie Britton', 'Christian Slater', 'Eric Bana', 'Amanda Peet']","22,568",
3162,Goldfinger,1964,110,"['Action', ' Adventure', ' Thriller']",7.7,,"While investigating a gold magnate's smuggling, James Bond uncovers a plot to contaminate the Fort Knox gold reserve.",Guy Hamilton,"['Sean Connery', 'Gert Fröbe', 'Honor Blackman', 'Shirley Eaton']","193,875",$51.08M
3163,Wrong Turn,2021,109,"['Horror', ' Thriller']",5.5,46,"Friends hiking the Appalachian Trail are confronted by 'The Foundation', a community of people who have lived in the mountains for hundreds of years.",Mike P. Nelson,"['Charlotte Vega', 'Adain Bradley', 'Bill Sage', 'Emma Dumont']","32,632",
3164,Miss Peregrine's Home for Peculiar Children,2016,127,"['Adventure', ' Drama', ' Family']",6.7,57,"When Jacob (Asa Butterfield) discovers clues to a mystery that stretches across time, he finds Miss Peregrine's Home for Peculiar Children. But the danger deepens after he gets to know the residents and learns about their special powers.",Tim Burton,"['Eva Green', 'Asa Butterfield', 'Samuel L. Jackson', 'Judi Dench']","177,811",$87.24M
3165,Without Remorse,II) (2021,109,"['Action', ' Thriller', ' War']",5.8,41,"An elite Navy SEAL, goes on a path to avenge his wife's murder only to find himself inside of a larger conspiracy.",Stefano Sollima,"['Michael B. Jordan', 'Jodie Turner-Smith', 'Jamie Bell', 'Guy Pearce']","60,091",
3166,The Head,2020– ,,"['Drama', ' Mystery', ' Thriller']",6.8,,"Winter has fallen on the South Pole. A small team, known as the Winterers, will remain at the Polaris VI Antarctic Research Station to continue their innovative research, a crucial part in the fight against climate change.",,"['Stars:John Lynch', ""Katharine O'Donnelly"", 'Tomohisa Yamashita', 'Alexandre Willaume']","7,343",
3167,Kill Bill: Vol. 2,2004,137,"['Action', ' Crime', ' Thriller']",8.0,,"The Bride continues her quest of vengeance against her former boss and lover Bill, the reclusive bouncer Budd, and the treacherous, one-eyed Elle.",Quentin Tarantino,"['Uma Thurman', 'David Carradine', 'Michael Madsen', 'Daryl Hannah']","766,128",$66.21M
3168,Rise of the Planet of the Apes,2011,105,"['Action', ' Drama', ' Sci-Fi']",7.6,,A substance designed to help the brain repair itself gives advanced intelligence to a chimpanzee who leads an ape uprising.,Rupert Wyatt,"['James Franco', 'Andy Serkis', 'Freida Pinto', 'Karin Konoval']","535,407",$176.76M
3169,Mare fuori,2020– ,60,['Drama'],7.5,,"Naples: still an organized crime stronghold. For many teenagers, doing time is part of their ""job"". Yet Filippo and Carmine never imagined themselves to go down this path. Filippo, who ...                See full summary »
",,"['Stars:Nicolas Maupas', 'Massimiliano Caiazzo', 'Valentina Romani', 'Artem']",724,
3170,Eighth Grade,2018,93,"['Comedy', ' Drama']",7.4,,An introverted teenage girl tries to survive the last week of her disastrous eighth grade year before leaving to start high school.,Bo Burnham,"['Elsie Fisher', 'Josh Hamilton', 'Emily Robinson', 'Jake Ryan']","77,990",$13.54M
3171,The Call of the Wild,2020,100,"['Adventure', ' Drama', ' Family']",6.7,48,A sled dog struggles for survival in the wilds of the Yukon.,Chris Sanders,"['Harrison Ford', 'Omar Sy', 'Cara Gee', 'Dan Stevens']","51,480",$62.34M
3172,Athena,2022,99,"['Action', ' Drama', ' Thriller']",6.8,,"Hours after the tragic death of their youngest brother in unexplained circumstances, three siblings have their lives thrown into chaos.",Romain Gavras,"['Dali Benssalah', 'Sami Slimane', 'Anthony Bajon', 'Ouassini Embarek']","17,222",
3173,The Three-Body Problem,2023– ,60,"['Adventure', ' Drama', ' Fantasy']",,,Humanity's first contact with an alien civilization.,,"['Stars:Saamer Usmani', 'Jess Hong', 'Jovan Adepo', 'Sea Shimooka']",,
3174,Dogville,2003,178,"['Crime', ' Drama']",8.0,59,"A woman on the run from the mob is reluctantly accepted in a small Colorado community in exchange for labor, but when a search visits the town she finds out that their support has a price.",Lars von Trier,"['Nicole Kidman', 'Paul Bettany', 'Lauren Bacall', 'Harriet Andersson']","151,409",$1.53M
3175,The Expendables 2,2012,103,"['Action', ' Adventure', ' Thriller']",6.6,51,"Mr. Church reunites the Expendables for what should be an easy paycheck, but when one of their men is murdered on the job, their quest for revenge puts them deep in enemy territory and up against an unexpected threat.",Simon West,"['Sylvester Stallone', 'Liam Hemsworth', 'Randy Couture', 'Jean-Claude Van Damme']","311,024",$85.02M
3176,Marathon Man,1976,125,"['Crime', ' Drama', ' Thriller']",7.4,,"After the shocking murder of his older brother, a New York history student finds himself inexplicably hounded by shadowy government agents on the trail of a Nazi war criminal who is trying to retrieve smuggled diamonds.",John Schlesinger,"['Dustin Hoffman', 'Laurence Olivier', 'Roy Scheider', 'William Devane']","65,976",$21.71M
3177,Cars 3,2017,102,"['Animation', ' Adventure', ' Comedy']",6.7,59,Lightning McQueen sets out to prove to a new generation of racers that he's still the best race car in the world.,Brian Fee,"['Owen Wilson', 'Cristela Alonzo', 'Chris Cooper', 'Nathan Fillion']","105,398",$152.90M
3178,Tales of Wells Fargo,1957–1962,60,"['Drama', ' Western']",7.9,,"Agent Jim Hardie splits his life between being an agent helping Wells Fargo cope with bad guys, and owning a ranch near San Francisco, California.",,"['Stars:Dale Robertson', 'Art Felix', 'Kit Carson', 'William Demarest']",980,
3179,Copenhagen Cowboy,2022–2023,312,"['Crime', ' Drama', ' Thriller']",6.8,,"A young heroine, Miu, who travels through Copenhagen's criminal netherworld.",,"['Stars:Angela Bundalovic', 'Andreas Lykke Jørgensen', 'Li Ii Zhang', 'Jason Hendil-Forssell']","4,163",
3180,The Shannara Chronicles,2016–2017,42,"['Adventure', ' Drama', ' Fantasy']",7.1,,"Series of adventures, war, and evil that occur throughout the history of the Four Lands.",,"['Stars:Austin Butler', 'Ivana Baquero', 'Manu Bennett', 'Aaron Jakubenko']","61,678",
3181,Where the Heart Is,1997–2006,50,['Drama'],6.8,,"A warm hearted drama series that follows the lives of the people of Skelthwate, and their local health center.",,"['Stars:Lesley Dunlop', 'Christian Cooke', 'Philip Middlemiss', 'William Travis']",481,
3182,Sleepy Hollow,2013–2017,45,"['Action', ' Adventure', ' Crime']",7.3,,Ichabod Crane is resurrected and pulled two and a half centuries through time to unravel a mystery that dates all the way back to the founding fathers.,,"['Stars:Tom Mison', 'Lyndie Greenwood', 'Nicole Beharie', 'Orlando Jones']","62,015",
3183,The Jungle Book,1967,78,"['Animation', ' Adventure', ' Comedy']",7.6,,Bagheera the Panther and Baloo the Bear have a difficult time trying to convince a boy to leave the jungle for human civilization.,Wolfgang Reitherman,"['Phil Harris', 'Sebastian Cabot', 'Louis Prima', 'Bruce Reitherman']","187,456",$141.84M
3184,V,2009–2011,42,"['Drama', ' Sci-Fi', ' Thriller']",6.8,,"An extraterrestrial race arrives on Earth with seemingly good intentions, only to slowly reveal their true machinations the more ingrained into society they become.",,"['Stars:Elizabeth Mitchell', 'Morris Chestnut', 'Joel Gretsch', 'Logan Huffman']","57,104",
3185,Cinderella,I) (2021,113,"['Comedy', ' Family', ' Fantasy']",4.3,41,"A modern movie musical with a bold take on the classic fairy tale. Our ambitious heroine has big dreams and with the help of her fab Godmother, she perseveres to make them come true.",Kay Cannon,"['Camila Cabello', 'Billy Porter', 'Nicholas Galitzine', 'Idina Menzel']","43,034",
3186,My Bodyguard,1980,96,"['Comedy', ' Drama', ' Family']",7.1,,"When a boy comes to a new school and gets harassed by a bully, he acquires the services of the school's most feared kid as a bodyguard.",Tony Bill,"['Chris Makepeace', 'Adam Baldwin', 'Matt Dillon', 'Paul Quandt']","10,037",$22.48M
3187,La haine,1995,98,"['Crime', ' Drama']",8.1,,24 hours in the lives of three young men in the French suburbs the day after a violent riot.,Mathieu Kassovitz,"['Vincent Cassel', 'Hubert Koundé', 'Saïd Taghmaoui', 'Abdel Ahmed Ghili']","178,134",$0.31M
3188,John and the Hole,2021,103,"['Drama', ' Horror', ' Thriller']",5.2,,A coming-of-age psychological thriller that plays out the unsettling reality of a kid who holds his family captive in a hole in the ground.,Pascual Sisto,"['Charlie Shotwell', 'Michael C. Hall', 'Jennifer Ehle', 'Taissa Farmiga']","3,467",
3189,Along Came Polly,2004,90,"['Comedy', ' Romance']",6.0,44,A buttoned-up newlywed finds his strictly organized life descend into chaos when he falls in love with an old classmate.,John Hamburg,"['Ben Stiller', 'Jennifer Aniston', 'Debra Messing', 'Philip Seymour Hoffman']","138,990",$88.10M
3190,Dog Gone,2023,95,"['Biography', ' Drama', ' Family']",6.0,42,Based on the true story of a father and son who repair their fractured relationship during a forced hike of the Appalachian trail to find their beloved lost dog.,Stephen Herek,"['Rob Lowe', 'Johnny Berchtold', 'Kimberly Williams-Paisley', 'Nick Peine']","4,422",
3191,American Honey,2016,163,"['Adventure', ' Drama', ' Romance']",7.0,,"A teenage girl with nothing to lose joins a traveling magazine sales crew, and gets caught up in a whirlwind of hard partying, law bending and young love as she criss-crosses the Midwest with a band of misfits.",Andrea Arnold,"['Sasha Lane', 'Shia LaBeouf', 'Riley Keough', 'McCaul Lombardi']","44,145",$0.66M
3192,Gone in Sixty Seconds,2000,118,"['Action', ' Crime', ' Thriller']",6.5,,A retired master car thief must come back to the industry and steal fifty cars with his crew in one night to save his brother's life.,Dominic Sena,"['Nicolas Cage', 'Angelina Jolie', 'Giovanni Ribisi', 'T.J. Cross']","283,209",$101.65M
3193,The Princess Diaries 2,2004,113,"['Comedy', ' Family', ' Romance']",5.8,43,"Now settled in Genovia, Princess Mia faces a new revelation: she is being primed for an arranged marriage to an English suitor.",Garry Marshall,"['Anne Hathaway', 'Callum Blue', 'Julie Andrews', 'Hector Elizondo']","83,731",$95.17M
3194,Paddington,2014,95,"['Adventure', ' Comedy', ' Family']",7.3,,"A young Peruvian bear travels to London in search of a home. Finding himself lost and alone at Paddington Station, he meets the kindly Brown family, who offer him a temporary haven.",Paul King,"['Hugh Bonneville', 'Sally Hawkins', 'Julie Walters', 'Jim Broadbent']","121,293",$76.27M
3195,Stalker,1979,162,"['Drama', ' Sci-Fi']",8.1,,A guide leads two men through an area known as the Zone to find a room that grants wishes.,Andrei Tarkovsky,"['Alisa Freyndlikh', 'Aleksandr Kaydanovskiy', 'Anatoliy Solonitsyn', 'Nikolay Grinko']","136,847",$0.23M
3196,It's a Mad Mad Mad Mad World,1963,210,"['Action', ' Adventure', ' Comedy']",7.5,59,"A group of motorists witnesses a car crash in the California desert, and after the driver's dying words indicate the location of a hidden stash of loot, they turn against each in a race across the state to get to it.",Stanley Kramer,"['Spencer Tracy', 'Milton Berle', 'Ethel Merman', 'Mickey Rooney']","43,212",$46.30M
3197,Overlord,2018,110,"['Action', ' Horror', ' Sci-Fi']",6.6,60,A small group of American soldiers find horror behind enemy lines on the eve of D-Day.,Julius Avery,"['Jovan Adepo', 'Wyatt Russell', 'Mathilde Ollivier', 'Pilou Asbæk']","101,498",$21.70M
