,MovieTitle,MovieDate,MovieRunTime,MovieGenre,MovieRating,MovieScore,MovieDescription,MovieDirector,MovieStars,MovieVotes,MovieGross
3594,"Roswell, New Mexico",2019–2022,45,"['Drama', ' Romance', ' Sci-Fi']",6.3,,"Centers on a town where aliens with unearthly abilities live undercover among humans. But when a violent attack points to a greater alien presence, the politics of fear and hatred threaten to expose them.",,"['Stars:Jeanine Mason', 'Nathan Parsons', 'Michael Vlamis', 'Lily Cowles']","13,332",
3595,Schmigadoon!,2021– ,30,"['Comedy', ' Fantasy', ' Musical']",7.3,,A couple on a backpacking trip discovers a magical town in which everyone acts like they're in a classic musical.,,"['Stars:Keegan-Michael Key', 'Cecily Strong', 'Dove Cameron', 'Jaime Camil']","10,344",
3596,Hot in Cleveland,2010–2015,30,['Comedy'],7.4,,"Three middle-aged best friends from Los Angeles are flying to Paris when their plane makes an emergency landing in Cleveland. Realizing that all the norms from Los Angeles don't apply anymore, they decide to celebrate a city that values real women and stay where they're still considered hot.",,"['Stars:Valerie Bertinelli', 'Jane Leeves', 'Wendie Malick', 'Betty White']","15,077",
3597,The Fall,I) (2006,117,"['Adventure', ' Drama', ' Fantasy']",7.8,,"In a hospital on the outskirts of 1920s Los Angeles, an injured stuntman begins to tell a fellow patient, a little girl with a broken arm, a fantastic story of five mythical heroes. Thanks to his fractured state of mind and her vivid imagination, the line between fiction and reality blurs as the tale advances.",Tarsem Singh,"['Lee Pace', 'Catinca Untaru', 'Justine Waddell', 'Kim Uylenbroek']","113,675",$2.28M
3598,Beck,1997– ,90,"['Crime', ' Mystery', ' Thriller']",7.4,,"Commissioner Martin Beck and his eccentric partner Gunvald Larsson investigate murders in Stockholm, Sweden.",,"['Stars:Peter Haber', 'Ingvar Hirdwall', 'Rebecka Hemse', 'Måns Nathanaelson']","5,629",
3599,Entergalactic,2022,93,"['Animation', ' Comedy', ' Music']",7.4,,"Jabari, a charming, streetwear-clad artist on the cusp of real success. After a chance run-in with his cool new photographer neighbor, Meadow, Jabari has to figure out whether he can make space for love in his life.",Fletcher Moules,"['Kid Cudi', 'Jessica Williams', 'Laura Harrier', 'Ty Dolla $ign']","11,117",
3600,The Seventh Seal,1957,96,"['Drama', ' Fantasy']",8.1,,"A knight returning to Sweden after the Crusades seeks answers about life, death, and the existence of God as he plays chess against the Grim Reaper during the Black Plague.",Ingmar Bergman,"['Max von Sydow', 'Gunnar Björnstrand', 'Bengt Ekerot', 'Nils Poppe']","187,915",
3601,The A-Team,2010,117,"['Action', ' Adventure', ' Thriller']",6.7,47,"A group of Iraq War veterans look to clear their name with the U.S. Military, who suspect the four men of committing a crime for which they were framed.",Joe Carnahan,"['Liam Neeson', 'Bradley Cooper', 'Sharlto Copley', 'Jessica Biel']","261,922",$77.22M
3602,It Comes at Night,2017,91,"['Drama', ' Horror', ' Mystery']",6.2,,"Secure within a desolate home as an unnatural threat terrorizes the world, a man has established a tenuous domestic order with his wife and son. Then a desperate young family arrives seeking refuge.",Trey Edward Shults,"['Joel Edgerton', 'Christopher Abbott', 'Carmen Ejogo', 'Riley Keough']","96,767",$13.99M
3603,The Borgias,2011–2013,50,"['Crime', ' Drama', ' History']",7.9,,"In the fifteenth century, Pope Alexander VI tries to control all power in Italy with the help of his several sons, through murder, intrigue, war, and marriage alliances.",,"['Stars:Jeremy Irons', 'François Arnaud', 'Holliday Grainger', 'Peter Sullivan']","52,071",
3604,Nacho Libre,2006,92,"['Comedy', ' Family', ' Sport']",5.8,52,"Berated all his life by those around him, a monk follows his dream and dons a mask to moonlight as a Luchador (Mexican wrestler).",Jared Hess,"['Jack Black', 'Ana de la Reguera', 'Héctor Jiménez', 'Darius Rose']","89,505",$80.20M
3605,Disenchantment,2018– ,30,"['Animation', ' Action', ' Adventure']",7.2,,"Princess Tiabeanie, 'Bean', is annoyed at her imminent arranged marriage to Prince Merkimer. Then she meets Luci, a demon, and Elfo, an elf, and things get rather exciting, and dangerous.",,"['Stars:Abbi Jacobson', 'Eric André', 'Nat Faxon', 'John DiMaggio']","64,391",
3606,Faster,2010,98,"['Action', ' Crime', ' Drama']",6.4,44,An ex-con gets on a series of apparently unrelated killings. He gets tracked by a veteran cop with secrets of his own and an egocentric hit man.,George Tillman Jr.,"['Dwayne Johnson', 'Billy Bob Thornton', 'Maggie Grace', 'Mauricio Lopez']","109,048",$23.24M
3607,Mechanic: Resurrection,2016,98,"['Action', ' Adventure', ' Crime']",5.7,,Bishop's most formidable foe kidnaps the love of his life in order to make him complete three impossible assassinations and make them look like accidents.,Dennis Gansel,"['Jason Statham', 'Jessica Alba', 'Tommy Lee Jones', 'Michelle Yeoh']","87,317",$21.22M
3608,Precious,II) (2009,110,['Drama'],7.3,,"In New York City's Harlem circa 1987, an overweight, abused, illiterate teen who is pregnant with her second child is invited to enroll in an alternative school in hopes that she can re-route her life in a better direction.",Lee Daniels,"['Gabourey Sidibe', ""Mo'Nique"", 'Paula Patton', 'Mariah Carey']","112,542",$47.57M
3609,Versailles,2015–2018,52,"['Biography', ' Drama', ' History']",7.9,,"In 1667, 28-year-old all-powerful king of France, Louis XIV, decides to build the greatest palace in the world - Versailles. But drained budget, affairs and political intrigues complicate things.",,"['Stars:George Blagden', 'Alexander Vlahos', 'Tygh Runyan', 'Stuart Bowman']","17,429",
3610,Sherlock Holmes 3,,,"['Action', ' Adventure', ' Mystery']",,,The plot is unknown at this time.,Dexter Fletcher,"['Robert Downey Jr.', 'Jude Law', 'Jared Harris', 'Eddie Marsan']",,
3611,Police Academy 3: Back in Training,1986,83,['Comedy'],5.3,,The alumni of Commandant Lassard's Police Academy (1984) return to the school to train new recruits and prevent its closure.,Jerry Paris,"['Steve Guttenberg', 'Bubba Smith', 'David Graf', 'Michael Winslow']","46,568",$43.58M
3612,Frontier,2016–2018,60,"['Adventure', ' Drama', ' History']",7.1,,"Follows Declan Harp, a half-Irish/half Cree Native-Canadian outlaw who is campaigning to breach the Hudson's Bay Company's monopoly on the fur trade in Canada.",,"['Stars:Jason Momoa', 'Landon Liboiron', 'Zoe Boyle', 'Greg Bryk']","22,184",
3613,Can You Keep a Secret?,2019,94,"['Comedy', ' Romance']",5.3,,"Thinking they're about to crash, Emma spills her secrets to a stranger on a plane. At least, she thought he was a stranger...Until she later meets Jack, her company's young CEO, who now knows every humiliating detail about her. Based on the blockbuster NYT bestseller.",Elise Durán,"['Alexandra Daddario', 'Tyler Hoechlin', 'Sunita Mani', 'David Ebert']","18,518",$0.03M
3614,Chisum,1970,111,"['Biography', ' Western']",6.8,,Cattle baron John Chisum joins forces with Billy the Kid and Pat Garrett to fight the Lincoln County land war.,Andrew V. McLaglen,"['John Wayne', 'Forrest Tucker', 'Christopher George', 'Ben Johnson']","10,325",$13.08M
3615,Prodigal Son,2019–2021,44,"['Crime', ' Drama', ' Mystery']",7.7,,"Malcolm Bright, one of the best criminal psychologists around, uses his twisted genius to help the NYPD solve crimes.",,"['Stars:Tom Payne', 'Lou Diamond Phillips', 'Halston Sage', 'Aurora Perrineau']","21,623",
3616,Only Lovers Left Alive,2013,123,"['Comedy', ' Drama', ' Fantasy']",7.2,,"A depressed musician reunites with his lover. Though their romance, which has already endured several centuries, is disrupted by the arrival of her uncontrollable younger sister.",Jim Jarmusch,"['Tilda Swinton', 'Tom Hiddleston', 'Mia Wasikowska', 'John Hurt']","103,010",$1.88M
3617,The Twilight Saga: New Moon,2009,130,"['Adventure', ' Drama', ' Fantasy']",4.7,44,"Edward leaves Bella after an attack that nearly claimed her life, and, in her depression, she falls into yet another difficult relationship - this time with her close friend, Jacob Black.",Chris Weitz,"['Kristen Stewart', 'Robert Pattinson', 'Taylor Lautner', 'Christina Jastrzembska']","288,714",$296.62M
3618,Splash,1984,111,"['Comedy', ' Fantasy', ' Romance']",6.3,,"A young man is reunited with a mermaid who saved him from drowning as a boy. He falls in love with her, not knowing who or what she is.",Ron Howard,"['Tom Hanks', 'Daryl Hannah', 'Eugene Levy', 'John Candy']","79,146",$62.10M
3619,The World Is Not Enough,1999,128,"['Action', ' Adventure', ' Thriller']",6.4,57,"James Bond uncovers a nuclear plot while protecting an oil heiress from her former kidnapper, an international terrorist who can't feel pain.",Michael Apted,"['Pierce Brosnan', 'Sophie Marceau', 'Robert Carlyle', 'Denise Richards']","203,700",$126.94M
3620,Repo! The Genetic Opera,2008,98,"['Horror', ' Musical', ' Sci-Fi']",6.4,,"A worldwide epidemic encourages a biotech company to launch an organ-financing program similar in nature to a standard car loan. The repossession clause is a killer, however.",Darren Lynn Bousman,"['Paul Sorvino', 'Anthony Head', 'Alexa PenaVega', 'Sarah Brightman']","25,544",$0.14M
3621,Never Say Never Again,1983,134,"['Action', ' Adventure', ' Thriller']",6.1,,"A S.P.E.C.T.R.E. Agent has stolen two American nuclear warheads, and James Bond must find their targets before they are detonated.",Irvin Kershner,"['Sean Connery', 'Kim Basinger', 'Klaus Maria Brandauer', 'Max von Sydow']","69,628",$55.50M
3622,The Last Black Man in San Francisco,2019,121,['Drama'],7.3,,A young man searches for home in the changing city that seems to have left him behind.,Joe Talbot,"['Jimmie Fails', 'Jonathan Majors', 'Rob Morgan', 'Tichina Arnold']","20,270",$4.52M
3623,The Five-Year Engagement,2012,124,"['Comedy', ' Drama', ' Romance']",6.2,,"One year after meeting, Tom proposes to his girlfriend, Violet, but unexpected events keep tripping them up as they look to walk down the aisle together.",Nicholas Stoller,"['Jason Segel', 'Emily Blunt', 'Chris Pratt', 'Alison Brie']","100,018",$28.84M
3624,Xanadu,1980,96,"['Fantasy', ' Musical', ' Romance']",5.3,,A struggling artist living in Los Angeles meets a girl who may hold the key to his happiness.,Robert Greenwald,"['Olivia Newton-John', 'Gene Kelly', 'Michael Beck', 'James Sloyan']","14,536",$22.76M
3625,The People vs. Larry Flynt,1996,130,"['Biography', ' Drama']",7.3,,"The story of controversial pornography publisher Larry Flynt, and how he became a defender of free speech.",Milos Forman,"['Woody Harrelson', 'Courtney Love', 'Edward Norton', 'Brett Harrelson']","97,010",$20.19M
3626,Next,2007,96,"['Action', ' Sci-Fi', ' Thriller']",6.2,42,A Las Vegas magician who can see into the future is pursued by FBI agents seeking to use his abilities to prevent a nuclear terrorist attack.,Lee Tamahori,"['Nicolas Cage', 'Julianne Moore', 'Jessica Biel', 'Thomas Kretschmann']","161,213",$18.21M
3627,Fences,2016,139,['Drama'],7.2,,"A working-class African-American father tries to raise his family in the 1950s, while coming to terms with the events of his life.",Denzel Washington,"['Denzel Washington', 'Viola Davis', 'Stephen McKinley Henderson', 'Jovan Adepo']","110,989",$57.68M
3628,The Name of the Rose,1986,130,"['Drama', ' Mystery', ' Thriller']",7.7,54,An intellectually nonconformist friar investigates a series of mysterious deaths in an isolated abbey.,Jean-Jacques Annaud,"['Sean Connery', 'Christian Slater', 'Helmut Qualtinger', 'Elya Baskin']","110,899",$7.15M
3629,The Bank Job,2008,111,"['Crime', ' Drama', ' Thriller']",7.2,,Martine offers Terry a lead on a foolproof bank hit on London's Baker Street. She targets a roomful of safe deposit boxes worth millions in cash and jewelry along with a treasure trove of dirty secrets.,Roger Donaldson,"['Jason Statham', 'Saffron Burrows', 'Stephen Campbell Moore', 'Daniel Mays']","184,193",$30.06M
3630,The Lost Symbol,2021,45,"['Action', ' Adventure', ' Drama']",6.4,,"Based on the 2009 Dan Brown novel of the same name, The Lost Symbol is the story of a young Robert Langdon (Ashley Zukerman) being tasked by the CIA to solve a number of puzzles when his mentor (Eddie Izzard) is taken.",,"['Stars:Ashley Zukerman', 'Eddie Izzard', 'Valorie Curry', 'Beau Knapp']","12,261",
3631,Hitch,I) (2005,118,"['Comedy', ' Romance']",6.6,58,A smooth-talking man falls for a hardened columnist while helping a shy accountant woo a beautiful heiress.,Andy Tennant,"['Will Smith', 'Eva Mendes', 'Kevin James', 'Amber Valletta']","322,521",$179.50M
3632,In the Bedroom,2001,131,"['Crime', ' Drama']",7.4,,A New England couple's college-aged son dates an older woman who has two small children and an unwelcome ex-husband.,Todd Field,"['Tom Wilkinson', 'Sissy Spacek', 'Nick Stahl', 'Marisa Tomei']","40,629",$35.93M
3633,Twin Peaks: Fire Walk with Me,1992,134,"['Drama', ' Horror', ' Mystery']",7.2,45,"Laura Palmer's harrowing final days are chronicled one year after the murder of Teresa Banks, a resident of Twin Peaks' neighboring town.",David Lynch,"['Sheryl Lee', 'Ray Wise', 'Mädchen Amick', 'Dana Ashbrook']","99,327",$4.16M
3634,Rock of Ages,2012,123,"['Comedy', ' Drama', ' Musical']",5.9,47,A small-town girl and a city boy meet on the Sunset Strip while pursuing their Hollywood dreams.,Adam Shankman,"['Julianne Hough', 'Diego Boneta', 'Tom Cruise', 'Alec Baldwin']","79,552",$38.52M
3635,Ran,1985,162,"['Action', ' Drama', ' War']",8.2,,"In Medieval Japan, an elderly warlord retires, handing over his empire to his three sons. However, he vastly underestimates how the new-found power will corrupt them and cause them to turn on each other...and him.",Akira Kurosawa,"['Tatsuya Nakadai', 'Akira Terao', 'Jinpachi Nezu', 'Daisuke Ryû']","127,561",$4.14M
3636,Police Academy 2: Their First Assignment,1985,87,['Comedy'],5.7,,When a new gang moves into town it's up to the screwball police team to stop them.,"Directors:Jerry Paris, James Signorelli","['Steve Guttenberg', 'Bubba Smith', 'David Graf', 'Michael Winslow']","56,559",$55.60M
3637,Zoey 101,2005–2008,30,"['Comedy', ' Drama', ' Family']",6.1,,"Zoey Brooks and her brother, Dustin, attend their first day at Pacific Coast Academy, a private boarding school that enrolls girls for the first time in its history.",,"['Stars:Jamie Lynn Spears', 'Paul Butcher', 'Christopher Massey', 'Erin Sanders']","16,411",
3638,Cherry,I) (2021,142,"['Biography', ' Crime', ' Drama']",6.6,44,"Cherry drifts from college dropout to army medic in Iraq - anchored only by his true love, Emily. But after returning from the war with PTSD, his life spirals into drugs and crime as he struggles to find his place in the world.","Directors:Anthony Russo, Joe Russo","['Tom Holland', 'Ciara Bravo', 'Jack Reynor', 'Forrest Goodluck']","33,697",
3639,Kimi,2022,89,"['Crime', ' Drama', ' Thriller']",6.3,,An agoraphobic Seattle tech worker uncovers evidence of a crime.,Steven Soderbergh,"['Zoë Kravitz', 'Byron Bowers', 'Rita Wilson', 'Erika Christensen']","34,253",
3640,The Silencing,2020,93,"['Action', ' Crime', ' Mystery']",6.2,,A reformed hunter living in isolation on a wildlife sanctuary becomes involved in a deadly game of cat and mouse when he and the local Sheriff set out to track a vicious killer who may have kidnapped his daughter years ago.,Robin Pront,"['Nikolaj Coster-Waldau', 'Caleb Ellsworth-Clark', 'Josh Cruddas', 'Annabelle Wallis']","27,426",
3641,Under the Vines,2021– ,60,['Comedy'],7.3,,Rebecca Gibney and Charles Edwards star as two city slickers who inherit a failing vineyard in rural New Zealand.. the only problems are that neither of them has ever done a hard days' work- and they despise one another.,,"['Stars:Rebecca Gibney', 'Charles Edwards', 'Trae Te Wiki', 'Simon Mead']",907,
